dette_2014,Pop2014,partis.2014_Indefini,partis.2014_Gauche,partis.2014_Droite,partis.2014_Centre
33994000.0,31854.0,0,1,0,0
6614000.0,11973.0,0,0,1,0
13787000.0,20654.0,0,0,1,0
4792000.0,15024.0,0,0,1,0
4321000.0,9912.0,0,0,1,0
2000.0,5995.0,0,1,0,0
52071000.0,85461.0,0,0,1,0
15425000.0,15929.0,0,0,1,0
4158000.0,5175.0,0,0,1,0
5166000.0,15472.0,0,0,1,0
1577000.0,11358.0,0,0,1,0
822000.0,4183.0,0,0,0,1
3667000.0,10582.0,0,1,0,0
25345000.0,31434.0,1,0,0,0
5228000.0,7509.0,0,0,0,1
5821000.0,4499.0,0,0,1,0
66000.0,591.0,1,0,0,0
299000.0,680.0,0,0,0,1
1442000.0,3750.0,0,0,1,0
6983000.0,9132.0,0,0,1,0
891000.0,2202.0,0,0,1,0
2616000.0,6928.0,0,1,0,0
2261000.0,2993.0,0,0,1,0
11000.0,645.0,1,0,0,0
28511000.0,25742.0,0,0,1,0
3079000.0,3376.0,0,0,1,0
3892000.0,9708.0,0,0,0,1
388000.0,1148.0,0,0,1,0
586000.0,1751.0,0,0,1,0
17583000.0,20018.0,0,0,1,0
106049000.0,49373.0,0,0,1,0
953000.0,4792.0,0,0,1,0
39161000.0,13265.0,0,0,1,0
7470000.0,9048.0,0,0,1,0
14048000.0,29132.0,0,0,1,0
2131000.0,5574.0,0,0,1,0
12355000.0,12526.0,0,0,1,0
72614000.0,53699.0,0,1,0,0
1064000.0,782.0,1,0,0,0
647000.0,1444.0,0,0,1,0
31870000.0,28295.0,0,1,0,0
4599000.0,10058.0,0,0,1,0
4895000.0,6673.0,0,0,1,0
181000.0,637.0,1,0,0,0
16044000.0,16160.0,0,0,1,0
5687000.0,5524.0,0,0,1,0
538000.0,1442.0,0,0,1,0
1319000.0,7650.0,0,0,1,0
19862000.0,21725.0,0,0,1,0
9371000.0,6503.0,0,0,1,0
10817000.0,8127.0,0,1,0,0
66022000.0,48372.0,0,0,1,0
1011000.0,3160.0,0,0,0,1
25000.0,586.0,1,0,0,0
1000.0,204.0,1,0,0,0
875000.0,2042.0,0,1,0,0
217000.0,708.0,1,0,0,0
59000.0,400.0,1,0,0,0
22611000.0,23617.0,0,0,1,0
25511000.0,12583.0,0,1,0,0
23289000.0,21428.0,0,1,0,0
1851000.0,4735.0,0,1,0,0
361000.0,1010.0,0,0,1,0
1671000.0,1988.0,0,0,1,0
33293000.0,32461.0,0,0,1,0
145000.0,316.0,1,0,0,0
41844000.0,27304.0,0,1,0,0
1133000.0,694.0,1,0,0,0
13258000.0,9956.0,0,0,1,0
10427000.0,19896.0,0,0,1,0
2055000.0,10151.0,0,0,1,0
0.0,328.0,0,0,1,0
580000.0,3062.0,0,0,1,0
5000.0,887.0,0,0,0,1
36277000.0,37045.0,0,0,1,0
1275000.0,1652.0,0,0,1,0
317000.0,1334.0,0,0,0,1
404000.0,6944.0,0,0,0,1
0.0,402.0,1,0,0,0
87000.0,231.0,1,0,0,0
1344000.0,3346.0,0,1,0,0
3322000.0,2331.0,0,0,0,1
12001000.0,15711.0,0,0,1,0
2220000.0,2454.0,1,0,0,0
458000.0,2782.0,0,0,1,0
41000.0,610.0,1,0,0,0
26631000.0,31074.0,0,0,1,0
14740000.0,7294.0,0,0,1,0
1351000.0,2290.0,0,0,1,0
1548000.0,6865.0,0,0,1,0
6125000.0,4329.0,0,0,1,0
36773000.0,31350.0,0,0,1,0
10799000.0,7661.0,0,0,1,0
26979000.0,28934.0,0,0,1,0
15049000.0,24488.0,0,0,0,1
73912000.0,116927.0,0,0,1,0
140569000.0,59783.0,0,1,0,0
145850000.0,93509.0,0,1,0,0
28000.0,7378.0,0,0,0,1
116261000.0,61603.0,0,0,1,0
169535000.0,86799.0,0,0,1,0
64767000.0,38817.0,0,1,0,0
32547000.0,28514.0,0,0,1,0
28967000.0,19881.0,0,0,1,0
90546000.0,33067.0,0,0,1,0
67057000.0,37089.0,0,0,1,0
16448000.0,19619.0,0,0,1,0
61838000.0,52457.0,0,0,1,0
124170000.0,84392.0,0,0,1,0
150102000.0,84658.0,0,0,1,0
21562000.0,22946.0,0,0,1,0
6653000.0,17662.0,0,0,1,0
5472000.0,29072.0,0,0,1,0
83741000.0,43376.0,0,1,0,0
797000.0,67360.0,0,0,1,0
544307000.0,65374.0,0,0,1,0
36262000.0,30428.0,0,1,0,0
1342000.0,1712.0,0,0,1,0
38091000.0,45507.0,0,0,1,0
39832000.0,48954.0,0,0,1,0
24798000.0,62075.0,0,0,1,0
79478000.0,28911.0,0,0,1,0
907000.0,44506.0,0,1,0,0
152600000.0,79204.0,0,0,1,0
29944000.0,29360.0,0,0,1,0
55182000.0,19520.0,0,0,1,0
16472000.0,23206.0,0,0,1,0
91103000.0,48526.0,0,0,1,0
30400000.0,27783.0,0,0,1,0
5426000.0,8747.0,0,0,1,0
6344000.0,11419.0,0,0,0,1
51290000.0,25007.0,0,0,1,0
158939000.0,80273.0,0,1,0,0
111735000.0,82314.0,0,0,1,0
113330000.0,36010.0,0,1,0,0
87561000.0,54227.0,0,0,1,0
106356000.0,50479.0,0,0,1,0
99203000.0,53074.0,0,1,0,0
18256000.0,16028.0,0,0,1,0
30364000.0,29933.0,0,1,0,0
3379000.0,4751.0,0,0,1,0
44077000.0,40874.0,0,1,0,0
95184000.0,68955.0,0,0,1,0
9732000.0,10420.0,0,0,1,0
46357000.0,55157.0,0,0,0,1
27314000.0,39195.0,0,0,1,0
7754000.0,6805.0,0,0,1,0
6419000.0,7293.0,0,1,0,0
28693000.0,22762.0,0,1,0,0
25148000.0,43798.0,0,0,1,0
24706000.0,25745.0,0,0,1,0
198426000.0,104748.0,0,1,0,0
15780000.0,21005.0,0,0,1,0
5794000.0,34955.0,0,1,0,0
146605000.0,64619.0,0,1,0,0
80748000.0,42607.0,0,0,1,0
105014000.0,54852.0,0,1,0,0
11263000.0,23135.0,0,0,1,0
45771000.0,29324.0,0,1,0,0
4815000.0,17554.0,0,1,0,0
5115000.0,14400.0,0,0,1,0
43904000.0,25631.0,0,1,0,0
53386000.0,44448.0,0,0,1,0
103267000.0,110733.0,0,1,0,0
169802000.0,47432.0,0,0,1,0
111327000.0,50077.0,0,1,0,0
52887000.0,38022.0,0,1,0,0
1303000.0,34704.0,0,1,0,0
2164000.0,6867.0,0,0,1,0
785000.0,29500.0,0,0,1,0
23535000.0,35864.0,0,0,1,0
12755000.0,12458.0,0,1,0,0
4203000.0,5449.0,0,0,1,0
71272000.0,45043.0,0,1,0,0
19889000.0,20911.0,0,1,0,0
15574000.0,16098.0,0,1,0,0
38042000.0,16940.0,1,0,0,0
10215000.0,16542.0,0,0,1,0
44943000.0,29932.0,1,0,0,0
121430000.0,76450.0,0,1,0,0
9158000.0,30774.0,0,0,1,0
12254000.0,18078.0,1,0,0,0
30179000.0,19151.0,0,1,0,0
42952000.0,43405.0,0,1,0,0
144189000.0,91042.0,0,1,0,0
103671000.0,53272.0,0,1,0,0
28677000.0,26808.0,0,1,0,0
39636000.0,16358.0,0,1,0,0
41774000.0,30772.0,0,0,1,0
105783000.0,59793.0,0,1,0,0
7774000.0,18410.0,0,0,1,0
26699000.0,25661.0,0,1,0,0
27888000.0,24927.0,0,0,1,0
43383000.0,54841.0,0,0,1,0
20099000.0,31292.0,0,0,1,0
4082000.0,4671.0,0,0,1,0
47544000.0,22603.0,0,1,0,0
10852000.0,10089.0,0,0,1,0
1621000.0,2545.0,0,0,1,0
15418000.0,33720.0,0,0,1,0
29942000.0,19732.0,0,0,0,1
10549000.0,11888.0,0,0,1,0
0.0,5651.0,0,0,1,0
19020000.0,22275.0,0,0,1,0
215537000.0,75285.0,0,0,1,0
772000.0,14874.0,0,0,1,0
42579000.0,25853.0,0,0,1,0
56327000.0,28812.0,0,0,1,0
20485000.0,13346.0,0,1,0,0
4455000.0,9641.0,1,0,0,0
109593000.0,57781.0,0,0,1,0
13821000.0,19870.0,0,0,1,0
37843000.0,32976.0,1,0,0,0
72779000.0,28278.0,0,0,1,0
48912000.0,49136.0,0,0,1,0
130427000.0,91188.0,0,1,0,0
300835000.0,108865.0,0,0,1,0
6874000.0,6943.0,0,0,1,0
20727000.0,8733.0,0,0,0,1
4499000.0,9663.0,0,0,1,0
143000.0,74.0,0,0,1,0
15493000.0,23818.0,0,0,1,0
23572000.0,21963.0,0,0,1,0
16904000.0,15240.0,0,0,1,0
3388000.0,7230.0,0,1,0,0
10000.0,116.0,0,0,1,0
9566000.0,28925.0,0,0,1,0
3266000.0,9561.0,0,0,1,0
33444000.0,34014.0,0,0,1,0
64000.0,474.0,1,0,0,0
2515000.0,4625.0,0,0,1,0
35229000.0,41962.0,0,0,1,0
7541000.0,8654.0,0,0,1,0
45306000.0,27692.0,0,0,1,0
8756000.0,11804.0,0,0,1,0
7349000.0,16098.0,0,0,1,0
558000.0,393.0,1,0,0,0
1145000.0,5428.0,0,1,0,0
16421000.0,9233.0,0,0,1,0
17140000.0,21116.0,0,1,0,0
17952000.0,13757.0,0,0,1,0
20429000.0,20866.0,0,0,1,0
185000.0,2022.0,0,0,1,0
207000.0,673.0,0,0,1,0
0.0,310.0,1,0,0,0
13657000.0,17090.0,0,0,1,0
11433000.0,12444.0,0,0,1,0
4296000.0,8155.0,0,1,0,0
11159000.0,14795.0,0,0,1,0
18019000.0,20996.0,0,0,1,0
17153000.0,15072.0,0,0,1,0
3746000.0,24439.0,0,1,0,0
6309000.0,7181.0,0,0,1,0
35377000.0,26826.0,0,0,1,0
88118000.0,56828.0,0,1,0,0
11692000.0,18092.0,0,0,1,0
3394000.0,4106.0,0,0,1,0
19507000.0,25875.0,0,0,1,0
3578000.0,4154.0,0,1,0,0
13925000.0,15853.0,0,1,0,0
278000.0,503.0,0,0,1,0
28516000.0,27571.0,0,1,0,0
233000.0,246.0,0,0,1,0
5386000.0,6582.0,0,1,0,0
31935000.0,28431.0,0,1,0,0
4041000.0,6177.0,0,1,0,0
202000.0,319.0,1,0,0,0
2768000.0,4157.0,0,1,0,0
28507000.0,62979.0,0,1,0,0
3908000.0,4821.0,0,0,1,0
1000.0,608.0,1,0,0,0
821000.0,1291.0,1,0,0,0
437000.0,291.0,1,0,0,0
13342000.0,24393.0,0,0,1,0
8191000.0,11188.0,0,0,1,0
12329000.0,16496.0,0,0,1,0
2122000.0,3163.0,0,0,1,0
24000.0,205.0,1,0,0,0
1439000.0,1725.0,0,0,1,0
361000.0,693.0,1,0,0,0
2726000.0,2914.0,0,0,1,0
4669000.0,5630.0,0,1,0,0
4044000.0,4957.0,0,0,1,0
1668000.0,2710.0,0,0,1,0
228000.0,431.0,1,0,0,0
1000.0,1780.0,0,0,0,1
152000.0,806.0,1,0,0,0
3663000.0,5595.0,0,0,1,0
266000.0,446.0,1,0,0,0
11605000.0,2854.0,0,0,1,0
191000.0,636.0,0,0,1,0
396000.0,1204.0,0,1,0,0
665000.0,838.0,1,0,0,0
,,1,0,0,0
28215000.0,21302.0,0,0,1,0
48124000.0,31442.0,0,1,0,0
74179000.0,44985.0,0,0,1,0
27383000.0,28590.0,0,0,1,0
53049000.0,25910.0,0,0,1,0
18226000.0,29766.0,0,0,1,0
20396000.0,11736.0,0,0,1,0
27896000.0,25755.0,0,0,1,0
25472000.0,16385.0,0,1,0,0
51810000.0,24503.0,0,0,1,0
7138000.0,6683.0,0,0,1,0
19613000.0,26104.0,0,0,1,0
98369000.0,40011.0,0,0,1,0
61238000.0,53526.0,0,0,1,0
14982000.0,16563.0,0,1,0,0
23723000.0,21605.0,0,0,1,0
32620000.0,26020.0,0,1,0,0
1602000.0,8603.0,0,0,1,0
6031000.0,10024.0,0,0,1,0
0.0,5961.0,0,1,0,0
15622000.0,13052.0,0,0,1,0
8173000.0,9805.0,0,0,1,0
748000.0,2442.0,0,0,0,1
1130000.0,1789.0,0,1,0,0
12192000.0,10884.0,0,1,0,0
14685000.0,9554.0,0,1,0,0
10306000.0,8549.0,0,1,0,0
26986000.0,21129.0,0,0,1,0
0.0,2747.0,0,0,1,0
2758000.0,8630.0,0,1,0,0
1261000.0,2472.0,0,0,1,0
8506000.0,11470.0,0,0,1,0
30497000.0,20766.0,0,0,1,0
14933000.0,13659.0,0,0,1,0
29161000.0,10371.0,0,0,1,0
2104000.0,4492.0,0,0,1,0
7244000.0,13930.0,0,0,1,0
14236000.0,9612.0,0,0,1,0
14767000.0,14889.0,0,0,1,0
14176000.0,16144.0,0,1,0,0
17493000.0,30172.0,1,0,0,0
4139000.0,10136.0,1,0,0,0
93000.0,428.0,1,0,0,0
417000.0,3277.0,0,0,1,0
31569000.0,19675.0,0,1,0,0
12412000.0,18339.0,0,0,1,0
6769000.0,10507.0,0,1,0,0
43650000.0,35877.0,0,1,0,0
6502000.0,8868.0,0,0,1,0
2995000.0,5709.0,0,0,1,0
454000.0,356.0,1,0,0,0
4667000.0,4332.0,0,0,1,0
778000.0,1156.0,0,0,1,0
2000.0,394.0,1,0,0,0
75000.0,1040.0,1,0,0,0
36000.0,217.0,1,0,0,0
204000.0,545.0,0,0,1,0
106000.0,886.0,1,0,0,0
317000.0,579.0,0,0,0,1
37000.0,148.0,1,0,0,0
1669000.0,2815.0,0,0,1,0
249000.0,132.0,1,0,0,0
1000.0,157.0,1,0,0,0
2247000.0,1873.0,0,0,1,0
706000.0,395.0,1,0,0,0
213000.0,996.0,1,0,0,0
572000.0,679.0,1,0,0,0
1313000.0,1137.0,0,0,1,0
0.0,66.0,1,0,0,0
4709000.0,6978.0,0,0,1,0
309000.0,680.0,0,0,0,1
32000.0,512.0,1,0,0,0
421000.0,614.0,1,0,0,0
0.0,322.0,1,0,0,0
844000.0,551.0,1,0,0,0
324000.0,937.0,1,0,0,0
1122000.0,2131.0,0,0,1,0
642000.0,620.0,1,0,0,0
3828000.0,2059.0,0,0,1,0
384000.0,438.0,1,0,0,0
952000.0,257.0,1,0,0,0
234000.0,945.0,1,0,0,0
3596000.0,3464.0,0,0,1,0
1840000.0,4262.0,0,1,0,0
166000.0,843.0,1,0,0,0
75000.0,420.0,1,0,0,0
9000.0,556.0,1,0,0,0
204000.0,607.0,1,0,0,0
221000.0,815.0,0,0,0,1
0.0,1653.0,0,0,1,0
106000.0,1939.0,0,0,1,0
287000.0,1507.0,0,0,1,0
0.0,497.0,1,0,0,0
251000.0,749.0,0,0,0,1
0.0,358.0,1,0,0,0
546000.0,872.0,0,0,0,1
397000.0,1404.0,0,0,1,0
304000.0,405.0,0,0,0,1
1612000.0,6331.0,0,0,1,0
179000.0,873.0,1,0,0,0
5220000.0,9241.0,0,0,1,0
1172000.0,1997.0,1,0,0,0
0.0,245.0,1,0,0,0
33000.0,262.0,1,0,0,0
56000.0,599.0,1,0,0,0
101000.0,939.0,1,0,0,0
27000.0,406.0,1,0,0,0
663000.0,523.0,1,0,0,0
2000.0,333.0,1,0,0,0
69000.0,267.0,0,0,0,1
3379000.0,2965.0,0,0,1,0
2211000.0,2714.0,0,0,1,0
3000.0,676.0,0,0,1,0
0.0,97.0,1,0,0,0
1038000.0,3134.0,0,0,1,0
17000.0,858.0,1,0,0,0
450000.0,1118.0,1,0,0,0
4529000.0,7617.0,0,0,1,0
254000.0,1093.0,1,0,0,0
625000.0,2316.0,1,0,0,0
298000.0,899.0,1,0,0,0
141000.0,337.0,0,0,1,0
355000.0,754.0,1,0,0,0
128000.0,357.0,1,0,0,0
36000.0,254.0,1,0,0,0
81000.0,626.0,1,0,0,0
1555000.0,6734.0,0,1,0,0
406000.0,973.0,1,0,0,0
119000.0,244.0,1,0,0,0
392000.0,825.0,1,0,0,0
376000.0,906.0,1,0,0,0
9000.0,903.0,1,0,0,0
0.0,410.0,0,0,1,0
42000.0,382.0,1,0,0,0
3933000.0,6077.0,0,1,0,0
108000.0,494.0,1,0,0,0
695000.0,344.0,1,0,0,0
36000.0,444.0,1,0,0,0
872000.0,448.0,0,0,1,0
117000.0,645.0,1,0,0,0
26000.0,318.0,1,0,0,0
12000.0,986.0,0,0,0,1
300000.0,915.0,1,0,0,0
322000.0,1430.0,0,0,1,0
56000.0,516.0,1,0,0,0
1001000.0,2337.0,1,0,0,0
183000.0,669.0,1,0,0,0
122000.0,1624.0,0,0,1,0
64000.0,1039.0,0,0,1,0
0.0,33.0,1,0,0,0
13000.0,120.0,1,0,0,0
134000.0,542.0,1,0,0,0
766000.0,1166.0,0,0,1,0
948000.0,917.0,1,0,0,0
699000.0,4715.0,0,0,0,1
418000.0,821.0,1,0,0,0
140000.0,358.0,1,0,0,0
96000.0,726.0,1,0,0,0
5000.0,601.0,1,0,0,0
88000.0,529.0,1,0,0,0
263000.0,695.0,1,0,0,0
475000.0,1177.0,0,0,1,0
0.0,808.0,1,0,0,0
1000.0,376.0,1,0,0,0
0.0,285.0,1,0,0,0
3811000.0,3247.0,0,0,1,0
480000.0,1044.0,0,1,0,0
58000.0,392.0,1,0,0,0
266000.0,1301.0,0,0,1,0
32000.0,122.0,1,0,0,0
330000.0,899.0,0,0,1,0
0.0,529.0,1,0,0,0
46000.0,305.0,1,0,0,0
2000.0,370.0,1,0,0,0
0.0,98.0,1,0,0,0
64000.0,1688.0,0,1,0,0
0.0,326.0,1,0,0,0
16000.0,153.0,1,0,0,0
64000.0,415.0,1,0,0,0
347000.0,739.0,1,0,0,0
720000.0,202.0,0,0,1,0
114000.0,781.0,1,0,0,0
268000.0,838.0,1,0,0,0
418000.0,877.0,1,0,0,0
0.0,133.0,1,0,0,0
8000.0,427.0,1,0,0,0
1236000.0,3775.0,0,0,1,0
0.0,303.0,1,0,0,0
359000.0,3115.0,0,0,1,0
0.0,384.0,1,0,0,0
498000.0,890.0,1,0,0,0
420000.0,1481.0,0,0,1,0
302000.0,787.0,1,0,0,0
45000.0,521.0,1,0,0,0
74000.0,708.0,0,0,1,0
2040000.0,2534.0,0,1,0,0
0.0,453.0,0,0,1,0
134000.0,1156.0,0,0,1,0
0.0,318.0,1,0,0,0
567000.0,2005.0,0,0,1,0
410000.0,1425.0,0,0,1,0
71000.0,917.0,1,0,0,0
0.0,721.0,1,0,0,0
528000.0,1278.0,0,1,0,0
1000.0,754.0,1,0,0,0
3000.0,956.0,1,0,0,0
98000.0,197.0,1,0,0,0
409000.0,1465.0,0,0,1,0
161000.0,158.0,1,0,0,0
325000.0,2504.0,0,0,1,0
219000.0,983.0,1,0,0,0
30000.0,236.0,1,0,0,0
393000.0,398.0,1,0,0,0
140000.0,430.0,1,0,0,0
610000.0,257.0,1,0,0,0
1699000.0,1246.0,0,0,1,0
2303000.0,2596.0,0,0,1,0
0.0,301.0,1,0,0,0
1000.0,354.0,1,0,0,0
880000.0,3124.0,0,0,1,0
652000.0,4436.0,0,0,1,0
130000.0,994.0,1,0,0,0
103000.0,170.0,1,0,0,0
0.0,219.0,1,0,0,0
0.0,1021.0,0,0,1,0
5866000.0,2996.0,0,1,0,0
713000.0,1348.0,0,0,1,0
138000.0,311.0,1,0,0,0
4183000.0,4842.0,0,0,1,0
50000.0,226.0,1,0,0,0
790000.0,1103.0,0,0,1,0
52000.0,517.0,1,0,0,0
798000.0,1395.0,0,0,1,0
444000.0,839.0,1,0,0,0
26000.0,273.0,1,0,0,0
434000.0,641.0,1,0,0,0
2351000.0,1724.0,0,0,1,0
1333000.0,2059.0,0,0,1,0
969000.0,2181.0,0,0,0,1
3987000.0,2815.0,0,0,1,0
