dette_2014,Pop2014,partis.2014_Indefini,partis.2014_Gauche,partis.2014_Droite,partis.2014_Centre
21000.0,159.0,1,0,0,0
1695000.0,1453.0,1,0,0,0
1000.0,202.0,0,0,1,0
412000.0,518.0,1,0,0,0
1530000.0,6664.0,0,0,1,0
137000.0,292.0,1,0,0,0
3308000.0,4270.0,0,0,1,0
2228000.0,4715.0,0,1,0,0
254000.0,390.0,1,0,0,0
403000.0,659.0,1,0,0,0
0.0,672.0,1,0,0,0
708000.0,1904.0,0,0,1,0
2000.0,223.0,1,0,0,0
183000.0,430.0,1,0,0,0
1627000.0,3247.0,0,0,1,0
12000.0,847.0,1,0,0,0
163000.0,295.0,1,0,0,0
1861000.0,2923.0,0,1,0,0
529000.0,813.0,1,0,0,0
460000.0,994.0,0,1,0,0
86000.0,552.0,1,0,0,0
1705000.0,0.0,0,1,0,0
1298000.0,2168.0,0,0,1,0
209000.0,0.0,1,0,0,0
6696000.0,6224.0,0,0,1,0
149000.0,869.0,1,0,0,0
7567000.0,2671.0,0,0,1,0
884000.0,1096.0,0,1,0,0
340000.0,582.0,1,0,0,0
6230000.0,4786.0,0,0,1,0
572000.0,660.0,1,0,0,0
73000.0,597.0,1,0,0,0
38000.0,231.0,1,0,0,0
619000.0,1080.0,0,0,1,0
5442000.0,5362.0,0,1,0,0
65000.0,238.0,1,0,0,0
579000.0,584.0,1,0,0,0
2283000.0,758.0,1,0,0,0
0.0,166.0,1,0,0,0
476000.0,217.0,1,0,0,0
61000.0,109.0,1,0,0,0
248000.0,711.0,1,0,0,0
0.0,1331.0,0,0,1,0
0.0,206.0,1,0,0,0
0.0,147.0,0,0,0,1
31000.0,158.0,1,0,0,0
8000.0,1459.0,1,0,0,0
756000.0,1137.0,0,0,1,0
255000.0,2739.0,1,0,0,0
862000.0,1015.0,0,0,1,0
0.0,148.0,1,0,0,0
565000.0,883.0,0,0,1,0
173000.0,107.0,1,0,0,0
1145000.0,2303.0,0,0,1,0
129000.0,280.0,1,0,0,0
1305000.0,3456.0,0,0,1,0
34000.0,574.0,1,0,0,0
121000.0,650.0,1,0,0,0
55000.0,251.0,1,0,0,0
131000.0,191.0,1,0,0,0
5000.0,793.0,1,0,0,0
52000.0,581.0,1,0,0,0
0.0,259.0,1,0,0,0
150000.0,376.0,1,0,0,0
357000.0,1570.0,0,0,1,0
916000.0,2114.0,0,0,1,0
0.0,539.0,1,0,0,0
370000.0,463.0,1,0,0,0
128000.0,482.0,1,0,0,0
2000.0,697.0,1,0,0,0
209000.0,456.0,1,0,0,0
253000.0,1316.0,0,0,1,0
14000.0,186.0,1,0,0,0
26000.0,1811.0,0,1,0,0
43000.0,504.0,1,0,0,0
0.0,241.0,1,0,0,0
413000.0,1538.0,0,1,0,0
713000.0,1707.0,0,0,1,0
672000.0,867.0,0,0,1,0
5000.0,125.0,1,0,0,0
190000.0,891.0,0,0,1,0
0.0,152.0,1,0,0,0
2631000.0,2836.0,0,0,1,0
0.0,400.0,1,0,0,0
1068000.0,1671.0,0,0,1,0
4000.0,338.0,1,0,0,0
42000.0,249.0,1,0,0,0
3000.0,507.0,1,0,0,0
230000.0,656.0,1,0,0,0
102000.0,1111.0,0,1,0,0
420000.0,985.0,1,0,0,0
683000.0,1333.0,0,1,0,0
310000.0,358.0,1,0,0,0
0.0,476.0,1,0,0,0
0.0,0.0,1,0,0,0
659000.0,606.0,1,0,0,0
1019000.0,2019.0,0,1,0,0
53000.0,240.0,1,0,0,0
0.0,29.0,1,0,0,0
359000.0,724.0,1,0,0,0
0.0,300.0,1,0,0,0
609000.0,1322.0,0,0,1,0
796000.0,2716.0,0,0,1,0
238000.0,231.0,1,0,0,0
0.0,247.0,1,0,0,0
5207000.0,7555.0,0,0,1,0
2513000.0,4645.0,0,0,1,0
0.0,155.0,1,0,0,0
7294000.0,5228.0,0,0,1,0
36000.0,749.0,0,0,0,1
393000.0,1157.0,0,1,0,0
0.0,362.0,1,0,0,0
5000.0,445.0,1,0,0,0
1000.0,713.0,1,0,0,0
280000.0,277.0,1,0,0,0
85000.0,620.0,1,0,0,0
260000.0,601.0,1,0,0,0
5000.0,97.0,1,0,0,0
1000.0,448.0,1,0,0,0
173000.0,280.0,1,0,0,0
101000.0,1848.0,0,0,0,1
1000.0,435.0,1,0,0,0
2000.0,952.0,0,1,0,0
0.0,53.0,1,0,0,0
411000.0,843.0,0,0,0,1
393000.0,2097.0,0,0,1,0
88000.0,417.0,1,0,0,0
6000.0,275.0,1,0,0,0
160000.0,532.0,1,0,0,0
0.0,276.0,1,0,0,0
555000.0,512.0,1,0,0,0
151000.0,690.0,1,0,0,0
561000.0,824.0,1,0,0,0
1061000.0,2235.0,0,0,1,0
1690000.0,2800.0,0,0,1,0
0.0,317.0,1,0,0,0
453000.0,812.0,1,0,0,0
647000.0,710.0,1,0,0,0
413000.0,825.0,1,0,0,0
264000.0,791.0,1,0,0,0
2000.0,102.0,1,0,0,0
763000.0,1795.0,0,0,1,0
757000.0,705.0,1,0,0,0
34000.0,234.0,1,0,0,0
825000.0,1749.0,0,0,1,0
85000.0,343.0,1,0,0,0
80000.0,700.0,1,0,0,0
917000.0,1816.0,0,0,0,1
371000.0,935.0,0,0,1,0
0.0,410.0,1,0,0,0
77000.0,700.0,1,0,0,0
525000.0,505.0,1,0,0,0
351000.0,348.0,1,0,0,0
2165000.0,3558.0,0,0,1,0
0.0,465.0,1,0,0,0
1666000.0,1206.0,0,0,1,0
0.0,233.0,1,0,0,0
0.0,243.0,1,0,0,0
170000.0,888.0,1,0,0,0
2085000.0,3238.0,0,1,0,0
3901000.0,3834.0,0,0,1,0
24000.0,276.0,1,0,0,0
49000.0,690.0,1,0,0,0
1000.0,294.0,1,0,0,0
0.0,373.0,1,0,0,0
1382000.0,607.0,1,0,0,0
413000.0,852.0,0,0,0,1
121000.0,549.0,1,0,0,0
5726000.0,5973.0,0,1,0,0
1059000.0,1379.0,0,0,1,0
22000.0,348.0,1,0,0,0
7111000.0,3253.0,0,0,1,0
8393000.0,6335.0,0,0,1,0
0.0,336.0,1,0,0,0
258000.0,604.0,1,0,0,0
172000.0,452.0,1,0,0,0
18000.0,603.0,1,0,0,0
201000.0,1218.0,0,0,1,0
68000.0,1270.0,0,0,1,0
16000.0,366.0,0,1,0,0
0.0,288.0,1,0,0,0
148000.0,378.0,1,0,0,0
177000.0,228.0,1,0,0,0
2000.0,378.0,1,0,0,0
12000.0,455.0,1,0,0,0
176000.0,685.0,1,0,0,0
0.0,248.0,1,0,0,0
152000.0,833.0,1,0,0,0
0.0,162.0,1,0,0,0
142000.0,1904.0,0,0,1,0
118000.0,223.0,1,0,0,0
578000.0,763.0,0,0,1,0
49000.0,204.0,1,0,0,0
187000.0,749.0,0,0,0,1
121000.0,696.0,1,0,0,0
488000.0,3223.0,0,1,0,0
3805000.0,7156.0,0,1,0,0
128000.0,285.0,1,0,0,0
319000.0,707.0,1,0,0,0
159000.0,848.0,1,0,0,0
278000.0,408.0,1,0,0,0
120000.0,724.0,1,0,0,0
80000.0,480.0,1,0,0,0
302000.0,1845.0,0,0,1,0
1355000.0,661.0,0,0,1,0
342000.0,1152.0,0,0,1,0
2515000.0,4274.0,0,1,0,0
645000.0,717.0,0,1,0,0
160000.0,743.0,1,0,0,0
719000.0,2080.0,0,0,1,0
128000.0,1212.0,0,0,1,0
49000.0,745.0,1,0,0,0
770000.0,1922.0,0,0,1,0
0.0,270.0,1,0,0,0
263000.0,518.0,1,0,0,0
0.0,370.0,1,0,0,0
93000.0,610.0,0,1,0,0
338000.0,1104.0,0,0,1,0
293000.0,1539.0,0,0,1,0
451000.0,1761.0,0,0,1,0
1000.0,69.0,1,0,0,0
68000.0,762.0,0,0,0,1
614000.0,1237.0,1,0,0,0
110000.0,470.0,0,0,0,1
8811000.0,12117.0,0,0,1,0
470000.0,910.0,0,0,1,0
426000.0,1953.0,0,0,1,0
287000.0,470.0,0,0,1,0
87000.0,1448.0,1,0,0,0
0.0,569.0,0,0,0,1
69000.0,470.0,1,0,0,0
3366000.0,7567.0,0,0,1,0
329000.0,909.0,0,1,0,0
397000.0,315.0,1,0,0,0
546000.0,617.0,1,0,0,0
691000.0,282.0,1,0,0,0
415000.0,253.0,1,0,0,0
101000.0,761.0,1,0,0,0
188000.0,620.0,1,0,0,0
367000.0,606.0,1,0,0,0
0.0,1949.0,0,1,0,0
2427000.0,4575.0,0,1,0,0
2002000.0,2102.0,1,0,0,0
121000.0,511.0,1,0,0,0
521000.0,725.0,1,0,0,0
139000.0,1863.0,1,0,0,0
446000.0,1261.0,0,0,1,0
0.0,696.0,1,0,0,0
4049000.0,2930.0,0,0,1,0
336000.0,1614.0,0,0,1,0
8956000.0,5792.0,0,0,1,0
443000.0,1244.0,0,0,0,1
14000.0,301.0,0,0,0,1
1000.0,1638.0,0,0,1,0
100000.0,139.0,0,0,1,0
1000.0,350.0,1,0,0,0
1494000.0,1303.0,0,0,1,0
2898000.0,925.0,0,0,1,0
8615000.0,4178.0,0,0,1,0
804000.0,1304.0,0,0,1,0
0.0,121.0,1,0,0,0
340000.0,397.0,0,0,1,0
0.0,76.0,1,0,0,0
798000.0,1312.0,0,1,0,0
1000.0,625.0,0,0,0,1
215000.0,424.0,1,0,0,0
7659000.0,8419.0,0,0,1,0
629000.0,1250.0,0,1,0,0
552000.0,1185.0,0,0,0,1
2749000.0,3638.0,0,1,0,0
45000.0,142.0,1,0,0,0
134000.0,471.0,0,0,0,1
168000.0,1172.0,0,0,1,0
164000.0,425.0,1,0,0,0
1764000.0,2694.0,0,0,1,0
84000.0,379.0,0,0,1,0
0.0,57.0,0,0,1,0
1060000.0,1922.0,1,0,0,0
196000.0,1768.0,1,0,0,0
85000.0,342.0,0,0,1,0
105000.0,267.0,1,0,0,0
490000.0,603.0,1,0,0,0
173000.0,839.0,0,0,0,1
845000.0,1504.0,1,0,0,0
144000.0,779.0,1,0,0,0
8404000.0,10766.0,0,0,1,0
0.0,243.0,1,0,0,0
1530000.0,3281.0,0,0,1,0
5544000.0,6505.0,0,0,1,0
1734000.0,3939.0,0,0,0,1
3130000.0,9292.0,0,1,0,0
55000.0,245.0,1,0,0,0
831000.0,1972.0,0,0,1,0
589000.0,1275.0,0,0,1,0
233000.0,511.0,1,0,0,0
70000.0,164.0,0,0,1,0
3600000.0,3766.0,0,0,1,0
477000.0,2579.0,0,0,1,0
411000.0,1189.0,0,0,1,0
144000.0,722.0,0,1,0,0
454000.0,966.0,1,0,0,0
1622000.0,810.0,0,0,1,0
233000.0,1950.0,1,0,0,0
1351000.0,4281.0,0,1,0,0
9935000.0,6766.0,0,0,1,0
1177000.0,2726.0,0,0,1,0
0.0,211.0,1,0,0,0
4089000.0,5145.0,0,0,1,0
171000.0,273.0,0,0,1,0
4777000.0,4785.0,0,0,1,0
12780000.0,7512.0,0,0,1,0
1002000.0,4381.0,0,0,1,0
352000.0,463.0,1,0,0,0
3608000.0,4107.0,0,1,0,0
4528000.0,4800.0,0,0,0,1
87000.0,195.0,0,0,0,1
83000.0,593.0,0,0,1,0
488000.0,315.0,1,0,0,0
80000.0,285.0,0,0,1,0
962000.0,2064.0,0,1,0,0
73000.0,401.0,0,0,1,0
911000.0,1327.0,1,0,0,0
0.0,91.0,0,0,1,0
358000.0,1783.0,0,0,1,0
2798000.0,3843.0,0,0,1,0
3078000.0,4991.0,0,0,0,1
120000.0,503.0,1,0,0,0
239000.0,1006.0,0,0,1,0
264000.0,396.0,0,0,0,1
910000.0,330.0,0,0,1,0
678000.0,1584.0,0,0,1,0
905000.0,5498.0,0,0,1,0
8883000.0,5181.0,0,1,0,0
85000.0,262.0,1,0,0,0
400000.0,614.0,1,0,0,0
1599000.0,1418.0,1,0,0,0
365000.0,1283.0,0,0,1,0
121000.0,1941.0,0,0,1,0
71000.0,897.0,0,0,0,1
117000.0,724.0,1,0,0,0
342000.0,608.0,1,0,0,0
1459000.0,1241.0,1,0,0,0
3118000.0,4455.0,0,0,1,0
5288000.0,4777.0,0,0,1,0
123000.0,1071.0,0,0,0,1
391000.0,925.0,0,0,0,1
0.0,210.0,0,0,0,1
2278000.0,2539.0,0,0,1,0
5618000.0,14297.0,0,0,1,0
926000.0,666.0,1,0,0,0
23000.0,284.0,0,0,0,1
81000.0,1788.0,1,0,0,0
1000.0,793.0,0,0,0,1
298000.0,2031.0,1,0,0,0
155000.0,466.0,1,0,0,0
2359000.0,2655.0,1,0,0,0
110000.0,342.0,1,0,0,0
0.0,435.0,1,0,0,0
456000.0,771.0,0,0,1,0
403000.0,1817.0,0,0,1,0
2141000.0,975.0,0,1,0,0
157000.0,371.0,1,0,0,0
941000.0,196.0,1,0,0,0
0.0,320.0,1,0,0,0
820000.0,2250.0,1,0,0,0
0.0,331.0,1,0,0,0
0.0,27.0,1,0,0,0
156000.0,2081.0,0,1,0,0
2692000.0,3324.0,0,0,0,1
0.0,308.0,1,0,0,0
428000.0,317.0,1,0,0,0
1000.0,161.0,0,0,0,1
1000.0,422.0,0,0,1,0
11000.0,430.0,0,0,1,0
186000.0,586.0,1,0,0,0
1196000.0,6637.0,0,1,0,0
171000.0,2389.0,1,0,0,0
276000.0,636.0,1,0,0,0
93000.0,67.0,1,0,0,0
465000.0,1935.0,1,0,0,0
17000.0,556.0,1,0,0,0
0.0,372.0,1,0,0,0
59000.0,84.0,0,0,0,1
109000.0,545.0,1,0,0,0
1655000.0,511.0,0,0,0,1
166000.0,632.0,1,0,0,0
0.0,176.0,1,0,0,0
503000.0,552.0,1,0,0,0
60000.0,264.0,1,0,0,0
7000.0,229.0,1,0,0,0
237000.0,252.0,1,0,0,0
774000.0,606.0,1,0,0,0
0.0,174.0,1,0,0,0
114000.0,533.0,0,0,0,1
6657000.0,5574.0,0,1,0,0
2388000.0,3464.0,0,1,0,0
4000.0,78.0,0,0,1,0
588000.0,927.0,1,0,0,0
237000.0,408.0,1,0,0,0
1625000.0,3431.0,0,0,1,0
2000.0,136.0,1,0,0,0
455000.0,686.0,1,0,0,0
68000.0,189.0,1,0,0,0
1000.0,726.0,1,0,0,0
85000.0,566.0,1,0,0,0
381000.0,726.0,1,0,0,0
3316000.0,8103.0,0,0,1,0
0.0,70.0,1,0,0,0
1000.0,144.0,1,0,0,0
4745000.0,3703.0,0,0,1,0
1087000.0,3349.0,1,0,0,0
51000.0,406.0,1,0,0,0
458000.0,864.0,0,0,0,1
457000.0,1137.0,0,0,1,0
416000.0,981.0,1,0,0,0
53000.0,242.0,1,0,0,0
0.0,954.0,0,0,1,0
1292000.0,2708.0,1,0,0,0
198000.0,647.0,1,0,0,0
604000.0,1299.0,1,0,0,0
576000.0,1008.0,0,0,1,0
356000.0,278.0,0,0,1,0
0.0,24.0,1,0,0,0
288000.0,78.0,1,0,0,0
1950000.0,2359.0,0,1,0,0
175000.0,849.0,1,0,0,0
1000.0,440.0,1,0,0,0
44000.0,1077.0,0,0,1,0
1197000.0,718.0,0,0,1,0
128000.0,318.0,0,0,0,1
2565000.0,7437.0,0,0,1,0
0.0,339.0,1,0,0,0
0.0,253.0,1,0,0,0
450000.0,732.0,1,0,0,0
246000.0,873.0,1,0,0,0
0.0,165.0,1,0,0,0
436000.0,746.0,1,0,0,0
477000.0,1306.0,0,0,0,1
63000.0,210.0,1,0,0,0
760000.0,1398.0,0,0,1,0
163000.0,821.0,1,0,0,0
2696000.0,3365.0,0,1,0,0
13729000.0,11841.0,0,0,1,0
687000.0,1410.0,0,0,1,0
0.0,413.0,1,0,0,0
1000.0,252.0,1,0,0,0
266000.0,1070.0,0,0,0,1
0.0,333.0,1,0,0,0
364000.0,996.0,0,0,1,0
0.0,181.0,0,0,1,0
0.0,320.0,1,0,0,0
0.0,324.0,1,0,0,0
520000.0,901.0,1,0,0,0
2752000.0,2610.0,0,0,1,0
1078000.0,1162.0,0,0,1,0
365000.0,644.0,1,0,0,0
238000.0,963.0,1,0,0,0
0.0,302.0,1,0,0,0
565000.0,1644.0,0,0,1,0
110000.0,682.0,1,0,0,0
356000.0,661.0,1,0,0,0
629000.0,2131.0,0,0,1,0
0.0,742.0,1,0,0,0
69000.0,580.0,1,0,0,0
0.0,166.0,1,0,0,0
0.0,201.0,1,0,0,0
1264000.0,3609.0,0,0,1,0
1348000.0,1281.0,0,0,1,0
862000.0,557.0,1,0,0,0
324000.0,1530.0,0,0,1,0
17000.0,365.0,1,0,0,0
3355000.0,3531.0,0,1,0,0
394000.0,915.0,0,0,1,0
156000.0,681.0,1,0,0,0
40000.0,176.0,1,0,0,0
489000.0,1077.0,0,0,1,0
0.0,279.0,1,0,0,0
446000.0,3701.0,0,0,1,0
178000.0,675.0,1,0,0,0
649000.0,1774.0,0,0,1,0
70000.0,469.0,1,0,0,0
0.0,491.0,1,0,0,0
1597000.0,2091.0,0,1,0,0
270000.0,777.0,1,0,0,0
362000.0,1112.0,0,1,0,0
77000.0,379.0,1,0,0,0
0.0,408.0,1,0,0,0
661000.0,812.0,1,0,0,0
28000.0,685.0,1,0,0,0
3280000.0,4955.0,0,1,0,0
556000.0,1029.0,1,0,0,0
1407000.0,3422.0,0,1,0,0
0.0,303.0,1,0,0,0
0.0,269.0,1,0,0,0
426000.0,803.0,1,0,0,0
0.0,301.0,0,0,0,1
95000.0,904.0,0,0,1,0
643000.0,1533.0,1,0,0,0
275000.0,1810.0,0,1,0,0
256000.0,448.0,1,0,0,0
77000.0,369.0,1,0,0,0
710000.0,3354.0,0,0,1,0
367000.0,2852.0,0,1,0,0
48000.0,143.0,1,0,0,0
0.0,668.0,1,0,0,0
347000.0,1275.0,0,0,1,0
0.0,541.0,1,0,0,0
345000.0,934.0,1,0,0,0
2668000.0,3958.0,0,1,0,0
4318000.0,8606.0,0,0,1,0
3000.0,511.0,1,0,0,0
761000.0,7446.0,0,0,1,0
6101000.0,5380.0,0,0,0,1
1678000.0,3644.0,0,0,1,0
290000.0,398.0,0,0,0,1
1839000.0,2620.0,0,0,1,0
0.0,145.0,1,0,0,0
2557000.0,2162.0,0,0,1,0
128000.0,930.0,0,0,1,0
32000.0,173.0,1,0,0,0
22000.0,290.0,0,0,0,1
432000.0,612.0,0,0,0,1
4000.0,198.0,1,0,0,0
495000.0,1431.0,0,0,1,0
1485000.0,1439.0,1,0,0,0
186000.0,961.0,1,0,0,0
146000.0,907.0,1,0,0,0
151000.0,1312.0,0,0,1,0
452000.0,5238.0,0,0,1,0
696000.0,758.0,0,0,0,1
65000.0,177.0,1,0,0,0
484000.0,882.0,1,0,0,0
5327000.0,6684.0,0,0,1,0
147000.0,375.0,1,0,0,0
68000.0,315.0,1,0,0,0
346000.0,464.0,1,0,0,0
4179155000.0,2220445.0,0,1,0,0
293000.0,436.0,1,0,0,0
