,Ratio_personnel_2008,Cout_personnel_hab_2008,Impot_hab_2008,Ratio_investissement_2008,Ratio_fonctionnement_2008,budget_hab_2008,Pop2008,partis.2008_Centre,partis.2008_Droite,partis.2008_Gauche,partis.2008_Indefini,budget_2008,d1.2_2008,d1.3_2008,d1.4_2008,d1.5_2008,d1_2008,d2.1_2008,d2.2_2008,d2.3_2008,d2_2008,depenses_2008,r1.1_2008,r1.2_2008,r1.3_2008,r1_2008,r2.1_2008,r2.2_2008,r2_2008,recettes_2008
77022,0.2796651895617922,377.4086378737542,456.4784053156146,0.39437238953616177,0.6056276104638382,3022.5913621262457,1505.0,0,0,0,1,4549000.0,568000.0,9000.0,25000.0,41000.0,1213000.0,0.0,747000.0,26000.0,818000.0,2031000.0,169000.0,429000.0,687000.0,1542000.0,0.0,222000.0,976000.0,2518000.0
77023,0.43783783783783786,360.0,195.55555555555554,0.1994949494949495,0.8005050505050505,1760.0,225.0,0,0,0,1,396000.0,81000.0,3000.0,8000.0,6000.0,164000.0,0.0,11000.0,10000.0,21000.0,185000.0,19000.0,32000.0,44000.0,153000.0,28000.0,0.0,58000.0,211000.0
77025,0.2394526795895097,262.17228464419475,249.68789013732834,0.39794091316025065,0.6020590868397493,2789.0137328339574,801.0,0,0,0,1,2234000.0,210000.0,0.0,108000.0,25000.0,511000.0,0.0,366000.0,0.0,366000.0,877000.0,46000.0,130000.0,200000.0,834000.0,0.0,106000.0,523000.0,1357000.0
77027,0.3075313807531381,125.21294718909711,155.02555366269166,0.1624790619765494,0.8375209380234506,1017.0357751277683,1174.0,0,1,0,0,1194000.0,147000.0,11000.0,29000.0,11000.0,382000.0,0.0,73000.0,23000.0,96000.0,478000.0,44000.0,171000.0,182000.0,618000.0,0.0,17000.0,98000.0,716000.0
77034,0.2558139534883721,156.7357512953368,243.52331606217618,0.22191011235955055,0.7780898876404494,1383.419689119171,772.0,0,0,0,1,1068000.0,121000.0,11000.0,102000.0,11000.0,352000.0,0.0,90000.0,27000.0,121000.0,473000.0,105000.0,102000.0,188000.0,479000.0,0.0,0.0,116000.0,595000.0
77035,0.13344594594594594,142.85714285714286,245.93128390596746,0.41119221411192214,0.5888077858880778,2229.6564195298374,553.0,0,0,0,1,1233000.0,79000.0,0.0,159000.0,5000.0,330000.0,0.0,258000.0,0.0,262000.0,592000.0,93000.0,73000.0,136000.0,396000.0,0.0,178000.0,245000.0,641000.0
77037,0.32581377744133233,391.7713453486255,542.6906972510468,0.2775619747157285,0.7224380252842715,2577.6442745312215,5493.0,0,1,0,0,14159000.0,2152000.0,75000.0,77000.0,437000.0,4541000.0,0.0,1565000.0,255000.0,2064000.0,6605000.0,402000.0,919000.0,2981000.0,5688000.0,0.0,717000.0,1866000.0,7554000.0
77039,0.1628808864265928,305.29595015576325,434.0602284527518,0.6039215686274509,0.396078431372549,3442.367601246106,963.0,0,0,0,1,3315000.0,294000.0,24000.0,8000.0,38000.0,597000.0,0.0,1155000.0,39000.0,1208000.0,1805000.0,38000.0,105000.0,418000.0,716000.0,9000.0,0.0,794000.0,1510000.0
77048,0.3741109530583215,372.9174051754697,417.5824175824176,0.24940657850118683,0.7505934214988131,2090.7479617157037,2821.0,0,0,0,1,5898000.0,1052000.0,51000.0,363000.0,64000.0,2142000.0,0.0,193000.0,478000.0,670000.0,2812000.0,408000.0,462000.0,1178000.0,2285000.0,330000.0,130000.0,801000.0,3086000.0
77050,0.42366412213740456,213.46153846153845,257.6923076923077,0.0953125,0.9046875,1230.7692307692307,520.0,1,0,0,0,640000.0,111000.0,1000.0,26000.0,4000.0,228000.0,0.0,28000.0,6000.0,34000.0,262000.0,58000.0,75000.0,134000.0,351000.0,0.0,0.0,27000.0,378000.0
77051,0.28632264529058116,503.3025099075297,439.89431968295906,0.4330997664330998,0.5669002335669002,3959.0488771466316,2271.0,0,1,0,0,8991000.0,1143000.0,64000.0,276000.0,161000.0,2465000.0,0.0,1381000.0,140000.0,1527000.0,3992000.0,418000.0,655000.0,999000.0,2632000.0,850000.0,508000.0,2367000.0,4999000.0
77052,0.11035653650254669,183.09859154929578,338.0281690140845,0.12096029547553093,0.8790397045244691,3050.7042253521126,355.0,0,0,0,1,1083000.0,65000.0,22000.0,126000.0,11000.0,501000.0,0.0,6000.0,50000.0,88000.0,589000.0,13000.0,52000.0,120000.0,451000.0,0.0,0.0,43000.0,494000.0
77055,0.560933147632312,763.6880777435412,533.0647072766059,0.11246430371241391,0.8875356962875861,2821.9957335861577,4219.0,0,1,0,0,11906000.0,3222000.0,280000.0,68000.0,128000.0,5331000.0,0.0,388000.0,25000.0,413000.0,5744000.0,257000.0,1130000.0,2249000.0,5236000.0,600000.0,126000.0,926000.0,6162000.0
77073,0.33254716981132076,255.8983666061706,346.64246823956444,0.2521823472356935,0.7478176527643065,1871.1433756805807,551.0,0,0,0,1,1031000.0,141000.0,2000.0,83000.0,4000.0,344000.0,0.0,76000.0,4000.0,80000.0,424000.0,33000.0,96000.0,191000.0,427000.0,0.0,1000.0,180000.0,607000.0
77079,0.4060385216033316,482.89738430583503,345.4573595418666,0.21798895305046448,0.7820110469495355,2465.872156013001,6461.0,0,0,1,0,15932000.0,3120000.0,100000.0,63000.0,477000.0,5988000.0,0.0,1522000.0,173000.0,1696000.0,7684000.0,207000.0,2300000.0,2232000.0,6471000.0,310000.0,567000.0,1777000.0,8248000.0
77081,0.34549878345498786,217.45788667687594,303.2159264931087,0.08108108108108109,0.918918918918919,1303.2159264931088,653.0,0,0,1,0,851000.0,142000.0,0.0,76000.0,41000.0,365000.0,0.0,42000.0,4000.0,46000.0,411000.0,95000.0,110000.0,198000.0,417000.0,0.0,0.0,23000.0,440000.0
77083,0.527369978377148,768.9690935490562,423.1072391619996,0.14416857917796788,0.8558314208220321,2982.576228998133,24105.0,0,0,0,1,71895000.0,18536000.0,557000.0,427000.0,1108000.0,29866000.0,0.0,4683000.0,583000.0,5282000.0,35148000.0,1385000.0,7400000.0,10199000.0,31664000.0,1100000.0,262000.0,5083000.0,36747000.0
77084,0.3950617283950617,181.6461684011353,239.35666982024597,0.11259541984732824,0.8874045801526718,991.4853358561968,1057.0,0,0,0,1,1048000.0,192000.0,21000.0,10000.0,25000.0,437000.0,0.0,12000.0,37000.0,49000.0,486000.0,42000.0,120000.0,253000.0,493000.0,0.0,0.0,69000.0,562000.0
77104,0.0755998189225894,289.42807625649914,3571.9237435008667,0.02744310575635877,0.9725568942436412,7767.764298093588,577.0,0,1,0,0,4482000.0,167000.0,9000.0,26000.0,11000.0,2135000.0,0.0,50000.0,24000.0,74000.0,2209000.0,0.0,88000.0,2061000.0,2224000.0,0.0,0.0,49000.0,2273000.0
77108,0.44923890516686915,595.6789538519852,464.07656590542973,0.2143410329465764,0.7856589670534236,2667.35525443002,52765.0,0,0,0,1,140743000.0,31431000.0,3077000.0,910000.0,3508000.0,56427000.0,0.0,9592000.0,3921000.0,13538000.0,69965000.0,2946000.0,11906000.0,24487000.0,54149000.0,8489000.0,2707000.0,16629000.0,70778000.0
77114,0.29141248240262785,338.6041439476554,495.6379498364231,0.36420550531650603,0.635794494683494,2743.4569247546347,3668.0,0,0,1,0,10063000.0,1242000.0,52000.0,139000.0,54000.0,2422000.0,0.0,1645000.0,196000.0,1840000.0,4262000.0,208000.0,510000.0,1818000.0,3976000.0,0.0,227000.0,1825000.0,5801000.0
77121,0.46715829188818386,868.0688336520077,786.1695347355003,0.15882874889086068,0.8411712511091393,3950.6054811982153,3138.0,0,0,1,0,12397000.0,2724000.0,190000.0,53000.0,150000.0,4798000.0,0.0,763000.0,270000.0,1033000.0,5831000.0,116000.0,396000.0,2467000.0,5630000.0,0.0,27000.0,936000.0,6566000.0
77122,0.5586345799909713,754.408178578128,510.0356405927593,0.13392405063291138,0.8660759493670886,2778.5593697242543,21324.0,0,0,0,1,59250000.0,16087000.0,239000.0,339000.0,1161000.0,25127000.0,0.0,3020000.0,602000.0,3670000.0,28797000.0,841000.0,6421000.0,10876000.0,26188000.0,1000000.0,920000.0,4265000.0,30453000.0
77123,0.23113059818352646,1052.7817403708987,3968.616262482168,0.2737370118237191,0.7262629881762809,11944.365192582025,701.0,0,0,1,0,8373000.0,738000.0,0.0,154000.0,353000.0,2273000.0,0.0,920000.0,0.0,920000.0,3193000.0,72000.0,666000.0,2782000.0,3808000.0,0.0,0.0,1372000.0,5180000.0
77129,0.18246110325318246,220.8904109589041,744.8630136986301,0.24565066109951286,0.7543493389004872,2460.6164383561645,584.0,0,0,0,1,1437000.0,129000.0,2000.0,52000.0,20000.0,439000.0,0.0,255000.0,13000.0,268000.0,707000.0,28000.0,64000.0,435000.0,645000.0,0.0,6000.0,85000.0,730000.0
77133,0.3125,159.0909090909091,272.72727272727275,0.04905660377358491,0.9509433962264151,1204.5454545454545,220.0,0,0,0,1,265000.0,35000.0,1000.0,9000.0,8000.0,104000.0,0.0,7000.0,1000.0,8000.0,112000.0,31000.0,31000.0,60000.0,148000.0,0.0,0.0,5000.0,153000.0
77146,0.4997352162400706,1376.2761302868255,2339.815264948955,0.14830779054916987,0.8516922094508301,6090.422946037919,2057.0,0,1,0,0,12528000.0,2831000.0,61000.0,36000.0,140000.0,4950000.0,0.0,519000.0,157000.0,715000.0,5665000.0,214000.0,387000.0,4813000.0,5720000.0,0.0,262000.0,1143000.0,6863000.0
77165,0.4117647058823529,235.95505617977528,272.8731942215088,0.24324324324324326,0.7567567567567568,1365.9711075441412,623.0,0,0,0,1,851000.0,147000.0,2000.0,4000.0,3000.0,292000.0,0.0,39000.0,25000.0,65000.0,357000.0,43000.0,84000.0,170000.0,352000.0,0.0,6000.0,142000.0,494000.0
77169,0.441586889501866,743.3761267413275,614.3130292269872,0.20983837514186202,0.790161624858138,3489.893471729036,7322.0,0,1,0,0,25553000.0,5443000.0,164000.0,143000.0,423000.0,9658000.0,0.0,2388000.0,279000.0,2668000.0,12326000.0,675000.0,2165000.0,4498000.0,10533000.0,900000.0,505000.0,2694000.0,13227000.0
77174,0.15337423312883436,166.66666666666666,285.0,0.328537170263789,0.6714628297362111,2085.0,600.0,0,0,0,1,1251000.0,100000.0,11000.0,103000.0,24000.0,391000.0,0.0,185000.0,76000.0,261000.0,652000.0,77000.0,120000.0,171000.0,449000.0,124000.0,26000.0,150000.0,599000.0
77178,0.20380434782608695,163.3986928104575,481.48148148148147,0.4691358024691358,0.5308641975308642,2294.1176470588234,459.0,0,0,0,1,1053000.0,75000.0,0.0,49000.0,11000.0,231000.0,0.0,137000.0,0.0,137000.0,368000.0,24000.0,58000.0,221000.0,328000.0,0.0,8000.0,357000.0,685000.0
77181,0.42945383615084526,617.867165575304,1016.3704396632367,0.13834438020025383,0.8616556197997461,3316.651075771749,2138.0,0,1,0,0,7091000.0,1321000.0,236000.0,48000.0,48000.0,2762000.0,0.0,155000.0,158000.0,314000.0,3076000.0,93000.0,504000.0,2173000.0,3348000.0,51000.0,13000.0,667000.0,4015000.0
77186,0.3454250135354629,620.9850107066381,538.0572318473818,0.20000723811591842,0.7999927618840815,3585.945104146389,15411.0,0,0,0,1,55263000.0,9570000.0,654000.0,208000.0,2405000.0,22050000.0,0.0,3928000.0,1413000.0,5655000.0,27705000.0,2561000.0,5132000.0,8292000.0,22160000.0,1800000.0,330000.0,5398000.0,27558000.0
77199,0.3556910569105691,147.05882352941177,205.88235294117646,0.12809564474807855,0.8719043552519214,984.0336134453781,1190.0,0,0,0,1,1171000.0,175000.0,7000.0,15000.0,19000.0,447000.0,0.0,20000.0,11000.0,45000.0,492000.0,44000.0,159000.0,245000.0,574000.0,0.0,5000.0,105000.0,679000.0
77202,0.2782608695652174,202.8526148969889,245.6418383518225,0.3647932131495228,0.6352067868504772,1494.4532488114105,631.0,0,0,0,1,943000.0,128000.0,2000.0,18000.0,6000.0,275000.0,0.0,181000.0,3000.0,185000.0,460000.0,29000.0,77000.0,155000.0,324000.0,0.0,32000.0,159000.0,483000.0
77205,0.0,0.0,165.64417177914112,0.050505050505050504,0.9494949494949495,1214.723926380368,163.0,0,0,0,1,198000.0,0.0,0.0,5000.0,1000.0,63000.0,0.0,10000.0,0.0,10000.0,73000.0,19000.0,22000.0,27000.0,125000.0,0.0,0.0,0.0,125000.0
77215,0.39769717904432933,439.38430225162193,613.5351736420303,0.3220951778370317,0.6779048221629683,2814.7818343722174,7861.0,0,0,0,1,22127000.0,3454000.0,29000.0,463000.0,448000.0,6431000.0,0.0,2069000.0,186000.0,2254000.0,8685000.0,697000.0,2036000.0,4823000.0,8569000.0,3000000.0,11000.0,4873000.0,13442000.0
77216,0.47771173848439824,467.29651162790697,609.0116279069767,0.1145610278372591,0.8854389721627409,2036.3372093023256,1376.0,0,0,0,1,2802000.0,643000.0,45000.0,76000.0,60000.0,1181000.0,0.0,54000.0,100000.0,165000.0,1346000.0,58000.0,271000.0,838000.0,1300000.0,0.0,19000.0,156000.0,1456000.0
77217,0.20584011488750598,185.2649719948298,348.98750538560967,0.4455531453362256,0.5544468546637744,1986.212839293408,2321.0,0,0,0,1,4610000.0,430000.0,60000.0,29000.0,94000.0,1088000.0,0.0,946000.0,55000.0,1001000.0,2089000.0,99000.0,333000.0,810000.0,1468000.0,300000.0,122000.0,1053000.0,2521000.0
77221,0.26597131681877445,159.8746081504702,290.7523510971787,0.20405797101449274,0.7959420289855073,1351.8808777429467,1276.0,0,0,0,1,1725000.0,204000.0,17000.0,150000.0,17000.0,623000.0,0.0,114000.0,30000.0,144000.0,767000.0,59000.0,206000.0,371000.0,750000.0,0.0,43000.0,208000.0,958000.0
77226,0.3961066440964875,363.6363636363636,442.5019425019425,0.3020912547528517,0.6979087452471483,2043.5120435120434,2574.0,0,0,0,1,5260000.0,936000.0,18000.0,59000.0,107000.0,1597000.0,0.0,731000.0,35000.0,766000.0,2363000.0,146000.0,443000.0,1139000.0,2074000.0,0.0,176000.0,823000.0,2897000.0
77232,0.5491803278688525,530.5429864253393,272.6244343891403,0.08447613823368075,0.9155238617663193,2062.2171945701357,884.0,0,0,0,1,1823000.0,469000.0,26000.0,29000.0,7000.0,809000.0,0.0,8000.0,37000.0,45000.0,854000.0,51000.0,73000.0,241000.0,860000.0,0.0,20000.0,109000.0,969000.0
77238,0.42555119299305344,338.8648388648389,302.06830206830205,0.20026936026936026,0.7997306397306397,1785.7142857142858,4158.0,0,1,0,0,7425000.0,1409000.0,30000.0,6000.0,149000.0,2778000.0,0.0,352000.0,180000.0,533000.0,3311000.0,163000.0,992000.0,1256000.0,3160000.0,0.0,169000.0,954000.0,4114000.0
77249,0.30093577201190985,375.5307855626327,521.4968152866242,0.30127268933861884,0.6987273106613812,2544.055201698514,7536.0,0,0,0,1,19172000.0,2830000.0,103000.0,159000.0,604000.0,6364000.0,0.0,2313000.0,710000.0,3040000.0,9404000.0,632000.0,1526000.0,3930000.0,7032000.0,0.0,641000.0,2736000.0,9768000.0
77251,0.39872109236020964,812.2428991185112,635.6513222331048,0.3745718781819865,0.6254281218180135,4232.32125367287,10210.0,0,0,1,0,43212000.0,8293000.0,151000.0,332000.0,315000.0,12940000.0,0.0,7614000.0,240000.0,7859000.0,20799000.0,932000.0,3035000.0,6490000.0,14086000.0,538000.0,5353000.0,8327000.0,22413000.0
77255,0.34290147401086113,232.3869610935857,270.24185068349107,0.19924812030075187,0.8007518796992481,1538.3806519453208,1902.0,0,0,0,1,2926000.0,442000.0,17000.0,5000.0,81000.0,953000.0,0.0,297000.0,39000.0,336000.0,1289000.0,108000.0,302000.0,514000.0,1390000.0,0.0,22000.0,247000.0,1637000.0
77258,0.5127432173198136,871.5065211605004,600.8118179398456,0.14615933129976627,0.8538406687002337,3359.4623369709875,15028.0,0,0,1,0,50486000.0,13097000.0,555000.0,279000.0,902000.0,21436000.0,27000.0,3252000.0,828000.0,4107000.0,25543000.0,777000.0,5998000.0,9029000.0,21671000.0,1000000.0,703000.0,3272000.0,24943000.0
77265,0.2109256449165402,139.41825476429287,293.8816449348044,0.44272076372315033,0.5572792362768496,1681.0431293881645,997.0,0,0,0,1,1676000.0,139000.0,19000.0,53000.0,8000.0,377000.0,0.0,93000.0,189000.0,282000.0,659000.0,40000.0,127000.0,293000.0,557000.0,0.0,242000.0,460000.0,1017000.0
77266,0.17679558011049723,227.92022792022792,216.5242165242165,0.28243300723096554,0.7175669927690345,3349.002849002849,702.0,0,0,0,1,2351000.0,160000.0,13000.0,77000.0,7000.0,829000.0,0.0,76000.0,0.0,76000.0,905000.0,203000.0,95000.0,152000.0,858000.0,0.0,76000.0,588000.0,1446000.0
77267,0.24663677130044842,155.80736543909347,127.47875354107649,0.23903508771929824,0.7609649122807017,1291.784702549575,353.0,0,1,0,0,456000.0,55000.0,0.0,58000.0,3000.0,177000.0,0.0,46000.0,0.0,46000.0,223000.0,32000.0,41000.0,45000.0,170000.0,0.0,7000.0,63000.0,233000.0
77268,0.5228049324023176,660.3490335897917,320.3227622443235,0.12677849333533023,0.8732215066646698,2505.9110527303433,5329.0,0,0,0,1,13354000.0,3519000.0,0.0,77000.0,110000.0,6280000.0,0.0,451000.0,0.0,451000.0,6731000.0,506000.0,821000.0,1707000.0,5381000.0,0.0,107000.0,1242000.0,6623000.0
77274,0.21052631578947367,97.32360097323601,187.34793187347933,0.3911290322580645,0.6088709677419355,1206.8126520681265,411.0,0,1,0,0,496000.0,40000.0,1000.0,16000.0,4000.0,129000.0,0.0,51000.0,9000.0,61000.0,190000.0,23000.0,38000.0,77000.0,173000.0,0.0,32000.0,133000.0,306000.0
77280,0.4349593495934959,269.2953020134228,318.79194630872485,0.056957928802589,0.943042071197411,1296.1409395973155,1192.0,0,0,0,1,1545000.0,321000.0,20000.0,9000.0,32000.0,673000.0,0.0,47000.0,18000.0,65000.0,738000.0,37000.0,155000.0,380000.0,784000.0,0.0,0.0,23000.0,807000.0
77281,0.1461187214611872,134.45378151260505,250.0,0.5248908296943231,0.47510917030567684,2405.4621848739494,476.0,0,0,0,1,1145000.0,64000.0,8000.0,78000.0,26000.0,251000.0,0.0,174000.0,13000.0,187000.0,438000.0,37000.0,72000.0,119000.0,293000.0,107000.0,96000.0,414000.0,707000.0
77283,0.27906976744186046,169.2126909518214,178.61339600470035,0.331583552055993,0.668416447944007,1343.1257344300823,851.0,0,1,0,0,1143000.0,144000.0,4000.0,8000.0,15000.0,323000.0,0.0,184000.0,7000.0,193000.0,516000.0,43000.0,126000.0,152000.0,441000.0,0.0,2000.0,186000.0,627000.0
77291,0.12837727198297036,890.9090909090909,6375.0,0.49950813031653263,0.5004918696834674,19637.5,880.0,0,0,0,1,17281000.0,784000.0,3000.0,30000.0,111000.0,2069000.0,0.0,4004000.0,28000.0,4038000.0,6107000.0,73000.0,386000.0,5610000.0,6580000.0,0.0,0.0,4594000.0,11174000.0
77296,0.48471456225574344,772.1983009426277,521.9364599092285,0.25251812520947625,0.7474818747905237,3298.5569649714885,17186.0,0,0,1,0,56689000.0,13271000.0,640000.0,239000.0,831000.0,21299000.0,0.0,4336000.0,1711000.0,6080000.0,27379000.0,729000.0,5667000.0,8970000.0,21075000.0,5000000.0,354000.0,8235000.0,29310000.0
77301,0.24533333333333332,274.6268656716418,176.11940298507463,0.32205513784461154,0.6779448621553885,2382.089552238806,335.0,0,1,0,0,798000.0,92000.0,0.0,8000.0,6000.0,227000.0,0.0,148000.0,0.0,148000.0,375000.0,27000.0,41000.0,59000.0,314000.0,0.0,72000.0,109000.0,423000.0
77306,0.15281899109792285,357.6388888888889,1013.8888888888889,0.44981901941428104,0.550180980585719,5276.041666666667,576.0,0,0,0,1,3039000.0,206000.0,24000.0,72000.0,74000.0,758000.0,0.0,69000.0,250000.0,590000.0,1348000.0,38000.0,40000.0,584000.0,914000.0,0.0,142000.0,777000.0,1691000.0
77307,0.2844908862350723,480.7488050982475,650.955921402018,0.38145249862712793,0.6185475013728721,3868.2952734997343,7532.0,0,1,0,0,29136000.0,3621000.0,706000.0,212000.0,73000.0,8099000.0,0.0,3912000.0,710000.0,4629000.0,12728000.0,569000.0,2492000.0,4903000.0,9923000.0,4000.0,1847000.0,6485000.0,16408000.0
77309,0.20310478654592498,287.54578754578756,622.7106227106227,0.42506236806754943,0.5749376319324506,3181.3186813186812,1638.0,0,0,0,1,5211000.0,471000.0,87000.0,26000.0,30000.0,1083000.0,0.0,1076000.0,160000.0,1236000.0,2319000.0,70000.0,252000.0,1020000.0,1913000.0,0.0,98000.0,979000.0,2892000.0
77318,0.33240997229916897,165.63146997929607,240.85576259489304,0.06839309428950863,0.9316069057104913,1039.3374741200828,1449.0,0,0,0,1,1506000.0,240000.0,2000.0,64000.0,24000.0,676000.0,0.0,30000.0,13000.0,46000.0,722000.0,58000.0,223000.0,349000.0,727000.0,0.0,0.0,57000.0,784000.0
77322,0.2803940413262854,434.4750558451229,530.156366344006,0.47264997638167217,0.5273500236183278,3940.8041697691733,2686.0,0,1,0,0,10585000.0,1167000.0,141000.0,75000.0,63000.0,2468000.0,0.0,1388000.0,298000.0,1694000.0,4162000.0,236000.0,629000.0,1424000.0,3114000.0,5000.0,500000.0,3309000.0,6423000.0
77326,0.4813049853372434,673.1032125768968,320.74504442925496,0.13750917543430388,0.8624908245656961,2793.5748462064253,5852.0,0,0,1,0,16348000.0,3939000.0,0.0,275000.0,151000.0,7084000.0,0.0,1100000.0,0.0,1100000.0,8184000.0,144000.0,1883000.0,1877000.0,7016000.0,0.0,390000.0,1148000.0,8164000.0
77330,0.3020042514424537,371.9147344801795,417.9132385938669,0.26690750231034194,0.7330924976896581,2225.691847419596,5348.0,0,1,0,0,11903000.0,1989000.0,142000.0,167000.0,441000.0,4401000.0,0.0,1944000.0,204000.0,2185000.0,6586000.0,283000.0,839000.0,2235000.0,4325000.0,600000.0,13000.0,992000.0,5317000.0
77331,0.26666666666666666,164.5021645021645,194.80519480519482,0.16666666666666666,0.8333333333333334,1324.6753246753246,462.0,0,0,0,1,612000.0,76000.0,6000.0,73000.0,5000.0,240000.0,0.0,29000.0,15000.0,45000.0,285000.0,31000.0,69000.0,90000.0,270000.0,0.0,0.0,57000.0,327000.0
77335,0.18285307719672714,195.14047076689445,160.59225512528474,0.5500929211015374,0.4499070788984626,2247.1526195899773,2634.0,0,0,1,0,5919000.0,514000.0,62000.0,61000.0,149000.0,1274000.0,0.0,1500000.0,31000.0,1537000.0,2811000.0,107000.0,447000.0,423000.0,1389000.0,1050000.0,228000.0,1719000.0,3108000.0
77337,0.4508859784283513,748.6887552769605,466.41934245874376,0.20724808371787692,0.792751916282123,3312.843801970065,15634.0,0,0,1,0,51793000.0,11705000.0,709000.0,257000.0,2652000.0,20052000.0,0.0,4627000.0,1227000.0,5908000.0,25960000.0,511000.0,5346000.0,7292000.0,21007000.0,1400000.0,1120000.0,4826000.0,25833000.0
77339,0.3447955390334573,190.4517453798768,417.3511293634497,0.23740053050397877,0.7625994694960212,1548.2546201232033,1948.0,0,0,0,1,3016000.0,371000.0,6000.0,85000.0,36000.0,939000.0,0.0,105000.0,32000.0,137000.0,1076000.0,75000.0,285000.0,813000.0,1361000.0,0.0,24000.0,579000.0,1940000.0
77341,0.24150943396226415,173.44173441734418,219.5121951219512,0.12384473197781885,0.8761552680221811,1466.1246612466125,369.0,0,0,0,1,541000.0,64000.0,2000.0,62000.0,5000.0,223000.0,0.0,36000.0,5000.0,42000.0,265000.0,61000.0,50000.0,81000.0,251000.0,0.0,0.0,25000.0,276000.0
77344,0.44391570360299115,305.7116104868914,246.72284644194755,0.19773492500765227,0.8022650749923477,1529.4943820224719,2136.0,0,0,0,1,3267000.0,653000.0,34000.0,57000.0,15000.0,1213000.0,0.0,209000.0,50000.0,258000.0,1471000.0,83000.0,415000.0,527000.0,1408000.0,0.0,20000.0,388000.0,1796000.0
77347,0.3762993762993763,215.21997621878717,294.8870392390012,0.06466729147141519,0.9353327085285849,1268.7277051129608,841.0,1,0,0,0,1067000.0,181000.0,10000.0,88000.0,6000.0,450000.0,0.0,4000.0,28000.0,31000.0,481000.0,109000.0,101000.0,248000.0,548000.0,0.0,0.0,38000.0,586000.0
77349,0.31285796105383734,336.3090657226412,317.53116823149145,0.23509489424244362,0.7649051057575564,2408.6501462213328,6497.0,0,0,0,1,15649000.0,2185000.0,123000.0,203000.0,1559000.0,5564000.0,0.0,1193000.0,227000.0,1420000.0,6984000.0,431000.0,1534000.0,2063000.0,6406000.0,1100000.0,173000.0,2259000.0,8665000.0
77350,0.3982614382647083,711.9544037412315,565.8125487139516,0.29563280588122764,0.7043671941187724,3564.9844115354636,20528.0,0,1,0,0,73182000.0,14615000.0,910000.0,335000.0,1143000.0,25996000.0,322000.0,9358000.0,1010000.0,10701000.0,36697000.0,1308000.0,6371000.0,11615000.0,25551000.0,4900000.0,2397000.0,10934000.0,36485000.0
77361,0.32386363636363635,126.66666666666667,173.33333333333334,0.13194444444444445,0.8680555555555556,960.0,450.0,0,0,0,1,432000.0,57000.0,0.0,47000.0,9000.0,160000.0,0.0,12000.0,4000.0,16000.0,176000.0,28000.0,52000.0,78000.0,215000.0,0.0,1000.0,41000.0,256000.0
