insee;Pop1946;PSDC1962;PSDC1968;PSDC1975;PSDC1982;PSDC1990;TCAM7590;TCAM8290;POPEXH1999;PSDC82DF99;PSDC90DF99;TCAM8299;TCAM9099;POPMUN2006;TCAM9006;TCAM9906;POPMUN2007;TCAM9907;POPMUN2008;TCAM9908;POPMUN2009;TCAM9909;POPMUN2010;TCAM9010;TCAM9910;POPMUN2011;TCAM9911;TCAM0611;AREA;PERIMETER;Geo Shape;Geo Point
77122;2482;4692.0;6192.0;11093.0;13759.0;19973.0;3.99;4.77;20950.0;13759.0;19973.0;2.5;0.53;21603.0;0.49;0.44;21450.23;0.2954;21324;0.1968;21427;0.225385;21554;0.38;0.26;21908.0;0.373305;0.280787;14759949.0032;19470.89239961399;"{""type"": ""Polygon"", ""coordinates"": [[[2.60768236671196, 48.64605771903511], [2.605438460852632, 48.643010008648055], [2.581154660944783, 48.64652511600668], [2.573045527276033, 48.64384281504095], [2.55365292078696, 48.644950095431014], [2.547965472243832, 48.6496600196484], [2.533615926617082, 48.65734038343632], [2.547570591355319, 48.671776951956275], [2.557230748806655, 48.67289259501154], [2.565342405386192, 48.66918060742105], [2.574614089002109, 48.67630193836937], [2.584074003883712, 48.6771538351125], [2.584410191801359, 48.66732371457632], [2.593339784305333, 48.6645841055526], [2.597657740600991, 48.66637073774805], [2.614583578761226, 48.660049328938584], [2.617332675720165, 48.653608860578196], [2.60768236671196, 48.64605771903511]]]}";48.657908631, 2.57516916269
77402;260;257.0;194.0;205.0;209.0;327.0;3.15;5.75;361.0;209.0;327.0;3.27;1.11;329.0;0.04;-1.32;340.92;-0.7128;353;-0.2487;365;0.110255;386;0.83;0.61;397.0;0.795299;3.82906;14908659.0568;18659.66420963813;"{""type"": ""Polygon"", ""coordinates"": [[[3.38902389156324, 48.81100651921717], [3.368896579922803, 48.797354883842], [3.359374007387939, 48.79835522288003], [3.342729239369629, 48.809457387321096], [3.328384105239303, 48.81054091615143], [3.329996151900681, 48.81352236775405], [3.323662743414023, 48.817721711226], [3.328586154330093, 48.823158391019], [3.343940240426915, 48.82171221916097], [3.347728584329356, 48.824057577718996], [3.347469186262273, 48.83418503248709], [3.354935311044315, 48.838282116872506], [3.378543936741172, 48.83986453113288], [3.391986358268159, 48.837375015222555], [3.390395860348134, 48.83420551585827], [3.395994787930678, 48.82879998917986], [3.389199725167686, 48.81632120199744], [3.38902389156324, 48.81100651921717]]]}";48.8198934361, 3.364501575
78076;146;156.0;156.0;179.0;239.0;238.0;1.91;-0.05;209.0;239.0;238.0;-0.79;-1.43;259.0;0.53;3.11;264.99;3.0114;271;2.9286;274;2.744936;272;0.67;2.42;267.0;2.061923;0.610267;3651473.642466109;9983.45140041363;"{""type"": ""Polygon"", ""coordinates"": [[[1.586621428202738, 48.84320337791107], [1.577268587716489, 48.844360765486286], [1.582962132029319, 48.85749764972279], [1.572071757961315, 48.863925278760505], [1.577495074025497, 48.8695125443841], [1.595922492231648, 48.87227559417205], [1.599849788582662, 48.86668203782165], [1.595613104228149, 48.85138652834062], [1.598649933852554, 48.848948601337895], [1.586621428202738, 48.84320337791107]]]}";48.8587317942, 1.58768309542
77209;321;551.0;529.0;692.0;764.0;934.0;2.01;2.54;1023.0;764.0;934.0;1.73;1.02;1069.0;0.85;0.63;1082.79;0.7125;1111;0.9211;1112;0.837696;1113;0.88;0.77;1101.0;0.614207;0.591648;2745782.464966096;7431.14558521165;"{""type"": ""Polygon"", ""coordinates"": [[[2.682287506280284, 48.84920581523064], [2.677300527888495, 48.85792497147968], [2.696453631985896, 48.866608587950196], [2.709454819891058, 48.864761276749306], [2.709853943303831, 48.85428511336878], [2.697247749583805, 48.85428086186772], [2.682287506280284, 48.84920581523064]]]}";48.8584691866, 2.69464360484
94034;8734;21527.0;26847.0;28539.0;25902.0;26959.0;-0.38;0.5;25226.0;25902.0;26959.0;-0.16;-0.74;25575.0;-0.33;0.2;25115.15;-0.055;25043;-0.0809;25390;0.064823;26248;-0.13;0.36;26371.0;0.370599;0.614875;3415748.791050445;7541.16920952228;"{""type"": ""Polygon"", ""coordinates"": [[[2.330750483500388, 48.74810233118573], [2.32384927449576, 48.750626851680614], [2.320718017523032, 48.74875623508063], [2.309882294588435, 48.75459441690162], [2.315871175227346, 48.766771195590835], [2.332675007950559, 48.76459970549872], [2.343896032245176, 48.75620724288543], [2.335589241480805, 48.748354214228996], [2.330750483500388, 48.74810233118573]]]}";48.7571343016, 2.32612839743
91017;381;467.0;511.0;530.0;704.0;1197.0;5.57;6.86;1381.0;704.0;1197.0;4.04;1.6;1571.0;1.71;1.86;1597.9;1.8403;1625;1.8242;1638;1.721328;1645;1.6;1.6;1644.0;1.463307;0.912537;9003072.718168728;13385.0424145575;"{""type"": ""Polygon"", ""coordinates"": [[[2.054649987117578, 48.57652871363823], [2.046044535506934, 48.57932976219226], [2.044045569696705, 48.585601911658394], [2.03574128622387, 48.58887241891704], [2.033046952271835, 48.59819731628198], [2.035012974783937, 48.604852209987165], [2.054815014596516, 48.6079616819198], [2.064207865869347, 48.596251364974385], [2.077910219523096, 48.59906603782046], [2.087153990526168, 48.59396468241842], [2.084179120494769, 48.58416331059892], [2.07367525410673, 48.57702019056954], [2.054649987117578, 48.57652871363823]]]}";48.5911202876, 2.05864904136
95352;1479;1753.0;2036.0;2484.0;2559.0;3371.0;2.05;3.5;3906.0;2559.0;3371.0;2.52;1.65;4103.0;1.24;0.71;4084.01;0.5586;4152;0.6809;4220;0.77621;4289;1.21;0.85;4362.0;0.924387;1.23177;20489167.0718;29842.01099298211;"{""type"": ""Polygon"", ""coordinates"": [[[2.425931245096274, 49.09185731443037], [2.411130820690452, 49.093098490567996], [2.411038172828682, 49.09643386446754], [2.402075033574183, 49.099536628074404], [2.393561136290431, 49.09809132974225], [2.38905458530621, 49.10752746783395], [2.39165078202752, 49.11036390910595], [2.396040220197419, 49.115663924368974], [2.40783524250132, 49.12631422529642], [2.411267838610955, 49.13409042123125], [2.421427949137099, 49.13593791713504], [2.428427925708252, 49.14109626554982], [2.438907184036099, 49.14149622668894], [2.435398993223297, 49.13394532077736], [2.420116854901277, 49.13309941297074], [2.414659768329434, 49.12736362184595], [2.41554697151369, 49.12401422736989], [2.433198270741261, 49.117175454357685], [2.461295734029403, 49.136608506855865], [2.477603110301548, 49.131069985997435], [2.477004093141426, 49.127974449089464], [2.499226639589573, 49.12226972445324], [2.500955248327205, 49.11631576656988], [2.489930909122961, 49.10636117791939], [2.484187308580272, 49.10691212380608], [2.479054121016881, 49.112122915196494], [2.463549162077967, 49.11086791664888], [2.450001153528074, 49.100790397600605], [2.441758723539837, 49.103243023875685], [2.437584948828811, 49.10171302850006], [2.425931245096274, 49.09185731443037]]]}";49.1151211125, 2.44082640954
78475;125;108.0;89.0;127.0;211.0;238.0;4.26;1.52;315.0;211.0;238.0;2.39;3.16;404.0;3.36;3.62;398.61;2.9864;393;2.4887;387;2.079854;382;2.39;1.77;378.0;1.530947;-1.321603;2429573.187266857;6573.64805337536;"{""type"": ""Polygon"", ""coordinates"": [[[1.716446665799903, 48.85492053285945], [1.705221892354181, 48.86014227173367], [1.70185337525734, 48.865673293225406], [1.719877707684332, 48.87227138342212], [1.729202260876186, 48.871219483603575], [1.727488283890878, 48.85933778282258], [1.716446665799903, 48.85492053285945]]]}";48.8640021137, 1.71710528225
77327;3169;3761.0;5359.0;6589.0;6869.0;7013.0;0.42;0.26;7472.0;6869.0;7013.0;0.5;0.71;7557.0;0.47;0.16;7560.0;0.1465;7637;0.243;7815;0.449831;7979;0.65;0.6;8165.0;0.741855;1.559687;23349987.2033;22951.79019646681;"{""type"": ""Polygon"", ""coordinates"": [[[2.968550321724756, 48.53096617969895], [2.96371493632485, 48.531108733396586], [2.97127140658769, 48.55807060717961], [2.975022068826203, 48.564422261040114], [2.983599805109785, 48.56834576457732], [3.01847561927698, 48.57311302683714], [3.029515763448312, 48.58426503526635], [3.034708655166827, 48.584533493407726], [3.046757384024239, 48.57960892590835], [3.05240856525164, 48.56405352115185], [3.042487414007453, 48.56340980489992], [3.035897331345896, 48.558275556330535], [3.042083084776551, 48.54933196962033], [3.037640773974005, 48.53289845406026], [3.019031793741347, 48.5369329482759], [2.968550321724756, 48.53096617969895]]]}";48.554637282, 3.00883892893
77304;80;80.0;75.0;49.0;36.0;36.0;-2.03;0.0;40.0;36.0;36.0;0.62;1.18;38.0;0.34;-0.73;37.46;-0.8167;37;-0.8625;36;-1.048074;36;0.0;-0.95;34.0;-1.345195;-2.199953;5235088.263464183;10818.07215434594;"{""type"": ""Polygon"", ""coordinates"": [[[3.480923325307837, 48.81219210144106], [3.474833621364554, 48.81937542755992], [3.47592775760838, 48.82584650282313], [3.461955476972202, 48.83847428845602], [3.470198126053119, 48.85054737802259], [3.485187443658786, 48.851908494372864], [3.491270906650669, 48.835137795100025], [3.485241372887966, 48.82550329147792], [3.487201753434486, 48.81518857286797], [3.480923325307837, 48.81219210144106]]]}";48.835294187, 3.47842344404
95046;140;122.0;108.0;123.0;119.0;125.0;0.11;0.62;138.0;119.0;125.0;0.88;1.11;115.0;-0.52;-2.57;117.27;-2.0141;120;-1.5409;122;-1.224764;124;-0.04;-0.97;125.0;-0.82111;1.681615;8143031.051667632;11799.02309252586;"{""type"": ""Polygon"", ""coordinates"": [[[1.815330093342677, 49.107983180028484], [1.793543439588715, 49.11485237218501], [1.796001115157529, 49.11755663096772], [1.792450634077603, 49.122952224234055], [1.798500883707754, 49.13145624759789], [1.803473410444216, 49.13152378313462], [1.804916998078481, 49.13785042722445], [1.813245452905431, 49.14100805227387], [1.836024359371009, 49.14035832363404], [1.831575878231573, 49.120056530226684], [1.827638423752398, 49.11667320345173], [1.815330093342677, 49.107983180028484]]]}";49.125635171, 1.81493362014
77435;542;331.0;289.0;445.0;775.0;968.0;5.3;2.82;1048.0;775.0;968.0;1.79;0.89;1079.0;0.68;0.42;1078.97;0.3647;1095;0.4886;1091;0.402921;1088;0.59;0.34;1095.0;0.366259;0.294827;7398534.410358895;13450.40244656078;"{""type"": ""Polygon"", ""coordinates"": [[[2.511139672566999, 48.48653241200231], [2.51013450608694, 48.48838148360523], [2.512072158870877, 48.49540645202989], [2.51382274044855, 48.509528461770834], [2.527704725816481, 48.51503601403766], [2.528084841983376, 48.51191591843922], [2.53940821979455, 48.50679663775072], [2.546567072228299, 48.51026064376563], [2.550923298310115, 48.50907172219434], [2.560455943334111, 48.500831024531585], [2.558809526780196, 48.49056938286432], [2.548769162370723, 48.48877742224933], [2.535431411363798, 48.492648324380276], [2.511139672566999, 48.48653241200231]]]}";48.4997072373, 2.53411876201
92022;13226;16787.0;17476.0;19086.0;17914.0;17784.0;-0.47;-0.09;17956.0;17914.0;17784.0;0.01;0.11;18581.0;0.27;0.49;18575.9;0.4252;18126;0.1048;18613;0.360006;18668;0.24;0.35;18852.0;0.406614;0.290009;3536784.4321842464;7328.76145011197;"{""type"": ""Polygon"", ""coordinates"": [[[2.182939877099865, 48.797226983860426], [2.185921598811623, 48.79982865239015], [2.176739232045641, 48.814012408000664], [2.178523499163135, 48.81486112614659], [2.19766716078071, 48.81778825912576], [2.205506503732739, 48.80920635641876], [2.20263504508016, 48.79840332310286], [2.182939877099865, 48.797226983860426]]]}";48.8076083562, 2.19234061062
95181;197;205.0;207.0;221.0;257.0;287.0;1.75;1.39;275.0;257.0;287.0;0.4;-0.47;288.0;0.02;0.66;290.65;0.6943;296;0.821;301;0.907485;306;0.32;0.98;307.0;0.921526;1.285943;3947360.03967721;8391.6384478148;"{""type"": ""Polygon"", ""coordinates"": [[[1.994738541025249, 49.063424687898134], [1.978613047633891, 49.0692595182892], [1.979823313377882, 49.07522259976495], [1.995076413019166, 49.0834259757298], [2.005836685128332, 49.07769760216052], [2.015039567217168, 49.07745864866235], [2.011789761986521, 49.06770252349294], [1.997751570626545, 49.06612952882965], [1.994738541025249, 49.063424687898134]]]}";49.073025738, 1.99630178022
78261;276;332.0;358.0;489.0;516.0;599.0;1.36;1.88;646.0;516.0;599.0;1.33;0.84;669.0;0.69;0.5;672.61;0.5059;676;0.5056;679;0.499459;665;0.52;0.26;668.0;0.279462;-0.029913;5105461.090128523;10586.57496890186;"{""type"": ""Polygon"", ""coordinates"": [[[1.907059474812919, 49.012255860644295], [1.899708233134976, 49.01401423405358], [1.897331390483156, 49.017139890519736], [1.881898300113122, 49.019542089587304], [1.883462901477631, 49.03262303637866], [1.908522501973812, 49.04802382806129], [1.914067826299745, 49.04583496408474], [1.912473689832984, 49.04161205283498], [1.905083694845435, 49.025565067430925], [1.907059474812919, 49.012255860644295]]]}";49.0298577394, 1.89797446964
91312;3710;5514.0;7794.0;9102.0;9235.0;9428.0;0.23;0.26;9375.0;9235.0;9428.0;0.09;-0.06;10184.0;0.48;1.19;10207.6;1.0693;10177;0.9162;10146;0.793461;10336;0.46;0.89;10522.0;0.966488;0.655146;3642665.330327823;9314.54654054953;"{""type"": ""Polygon"", ""coordinates"": [[[2.235449123822614, 48.727562170130774], [2.220793867963497, 48.725668455355226], [2.212902148744488, 48.72880078675315], [2.213676941384515, 48.73784549864515], [2.204036107205519, 48.73691812290867], [2.226414985434365, 48.75003536744732], [2.238024349288763, 48.73556585983713], [2.240999779632666, 48.732931410460424], [2.235449123822614, 48.727562170130774]]]}";48.7362250613, 2.22442021749
95607;5899;8606.0;12902.0;16963.0;21299.0;25151.0;2.65;2.1;25906.0;21299.0;25151.0;1.16;0.33;26436.0;0.31;0.29;26228.12;0.1546;26349;0.1886;26134;0.087664;26144;0.19;0.08;26195.0;0.092492;-0.182996;10393919.8415;18195.25127875583;"{""type"": ""Polygon"", ""coordinates"": [[[2.217128189840217, 49.002898539827925], [2.21494623952171, 49.00347778747939], [2.202210247016249, 49.00864537856116], [2.205179759881033, 49.01825992645417], [2.183164434509944, 49.02543189392754], [2.195287263122479, 49.031106929991395], [2.220098428267248, 49.032655431200226], [2.228292723672245, 49.04076532103627], [2.228598876970147, 49.04409435876447], [2.223861615156304, 49.0453047470604], [2.23130271424643, 49.051790889336324], [2.234868070986464, 49.049367824489615], [2.253149647049616, 49.04141702368328], [2.24407847649854, 49.03408566006256], [2.234979618522656, 49.018597399554736], [2.223938365742676, 49.01180926691533], [2.217128189840217, 49.002898539827925]]]}";49.0267316203, 2.22116067166
77063;535;539.0;513.0;568.0;742.0;951.0;3.49;3.15;1109.0;742.0;951.0;2.39;1.72;1183.0;1.37;0.93;1183.78;0.819;1206;0.936;1236;1.090115;1267;1.44;1.22;1269.0;1.129418;1.413408;7770116.554298587;14835.03580877705;"{""type"": ""Polygon"", ""coordinates"": [[[2.982187937436108, 48.7743771443035], [2.972187025454762, 48.77341289055167], [2.96536387333674, 48.78242293319217], [2.955292228172885, 48.78315708084394], [2.952986335632617, 48.78965869304807], [2.961000216379607, 48.793960579465896], [2.965097812301924, 48.81395469086821], [2.973645437624485, 48.82245575538869], [2.983178900031269, 48.823968380745384], [2.978389615779794, 48.81173642257371], [2.982491478470302, 48.802482672470305], [2.982187937436108, 48.7743771443035]]]}";48.7964965898, 2.97175354301
78368;183;295.0;325.0;425.0;1648.0;1804.0;10.09;1.14;1760.0;1648.0;1804.0;0.39;-0.27;1743.0;-0.21;-0.14;1739.93;-0.1433;1737;-0.1461;1736;-0.137208;1731;-0.21;-0.15;1734.0;-0.123948;-0.103484;4272634.10567;9163.39552285019;"{""type"": ""Polygon"", ""coordinates"": [[[1.883102619566446, 48.87453533814816], [1.874663272220976, 48.87702856892522], [1.868758972665144, 48.88519337229632], [1.858513739284931, 48.890942160516026], [1.85794031776859, 48.89780798773642], [1.869307674341621, 48.903887716980336], [1.872285224636591, 48.898060849268425], [1.884977193971966, 48.89397060287626], [1.889499996272716, 48.888481434723474], [1.891348439930463, 48.87853334924984], [1.883102619566446, 48.87453533814816]]]}";48.8886067884, 1.87528129432
91069;459;402.0;366.0;367.0;333.0;451.0;1.38;3.86;461.0;333.0;451.0;1.93;0.24;427.0;-0.34;-1.09;422.0;-1.0988;423;-0.9513;425;-0.809792;416;-0.4;-0.93;408.0;-1.012596;-0.906206;15930263.9513;16592.10967468875;"{""type"": ""Polygon"", ""coordinates"": [[[2.369945407698357, 48.30867320083293], [2.367702281867963, 48.31127051455925], [2.35958528147331, 48.30881554561636], [2.355802481894812, 48.310432565728036], [2.33133454050106, 48.326429355146814], [2.329310114298837, 48.33283305685081], [2.34495244688947, 48.34559785223725], [2.376371617614294, 48.34460679092464], [2.385364207080836, 48.34774884788388], [2.39237152446175, 48.335872616428944], [2.395388995442905, 48.32575705664716], [2.402664267131608, 48.32071945942119], [2.398935772023615, 48.31525714977385], [2.369945407698357, 48.30867320083293]]]}";48.3281689535, 2.36609167603
91479;4211;6202.0;7395.0;7670.0;7122.0;7214.0;-0.41;0.16;7195.0;7122.0;7214.0;0.06;-0.03;7198.0;-0.01;0.0;7179.02;-0.0278;7160;-0.0542;7169;-0.036195;7111;-0.07;-0.11;7171.0;-0.02784;-0.075134;6044325.499862579;13449.99936153981;"{""type"": ""Polygon"", ""coordinates"": [[[2.353874105420105, 48.70178183888006], [2.351677731478892, 48.70247151116365], [2.354001955719584, 48.71562533875657], [2.344130876678571, 48.716938673758136], [2.349134352054041, 48.72229087145896], [2.345661895503723, 48.731446318158405], [2.353948215118505, 48.738660051053486], [2.369347417928474, 48.74607283234522], [2.37043736305298, 48.727864836593774], [2.370706732277136, 48.720175922532974], [2.369306110029071, 48.70782790708772], [2.355793865582264, 48.704787462200784], [2.353874105420105, 48.70178183888006]]]}";48.7241848219, 2.3598349385
91159;563;765.0;838.0;758.0;833.0;1147.0;2.79;4.08;1401.0;833.0;1147.0;3.11;2.25;1623.0;2.19;2.12;1655.0;2.1045;1621;1.6338;1595;1.305321;1641;1.81;1.45;1686.0;1.555072;0.764559;10560790.2333;13598.62064622563;"{""type"": ""Polygon"", ""coordinates"": [[[2.470017431720988, 48.52762102032381], [2.442540920869904, 48.52091030087729], [2.413354175225755, 48.52488100617982], [2.401942883083842, 48.52915120990183], [2.404570931636072, 48.53149435432244], [2.425165596050308, 48.54447782020272], [2.44560111271856, 48.546562921086846], [2.465176547057712, 48.54147098158756], [2.472349956478765, 48.54078336288105], [2.475950104344697, 48.53569864154567], [2.470017431720988, 48.52762102032381]]]}";48.5335355797, 2.44062628529
93029;42166;65890.0;68467.0;64430.0;60183.0;60707.0;-0.39;0.11;62271.0;60183.0;60707.0;0.2;0.28;66063.0;0.53;0.85;65842.77;0.6996;66194;0.6811;66670;0.684927;66410;0.45;0.59;66635.0;0.566047;0.172571;7639775.292271174;12560.07138590107;"{""type"": ""Polygon"", ""coordinates"": [[[2.47521437825704, 48.91641135374978], [2.456591346840314, 48.910977524018364], [2.413493843692188, 48.91926364381447], [2.422030051684826, 48.92962896784936], [2.440409478269782, 48.932620882543326], [2.444335049406138, 48.934401736610596], [2.442243793128096, 48.93721575644169], [2.452110603494979, 48.9387360778221], [2.456106649499913, 48.93647011711602], [2.462157707825221, 48.93079599781056], [2.464500195981806, 48.92068053991053], [2.474266131597347, 48.91843060128735], [2.47521437825704, 48.91641135374978]]]}";48.9234246259, 2.44492688692
95483;218;261.0;281.0;247.0;277.0;334.0;2.03;2.37;476.0;277.0;334.0;3.24;4.01;504.0;2.6;0.82;508.0;0.8166;534;1.2857;539;1.250734;548;2.51;1.29;556.0;1.303003;1.983251;5455701.170066743;9810.71365977384;"{""type"": ""Polygon"", ""coordinates"": [[[1.950436706543539, 49.11917410407207], [1.93062051239698, 49.10160027304419], [1.926119211957405, 49.10272012252694], [1.91367285774808, 49.10784164959426], [1.914636205200008, 49.114162665202365], [1.908716602157837, 49.11946825425389], [1.90789697988172, 49.12260795563768], [1.914894445054167, 49.126690603176854], [1.931102599444413, 49.12936237074078], [1.940960313170786, 49.1216896738613], [1.950436706543539, 49.11917410407207]]]}";49.1164053302, 1.92739087092
78164;302;395.0;496.0;437.0;504.0;652.0;2.7;3.27;792.0;504.0;652.0;2.69;2.18;791.0;1.21;-0.02;787.15;-0.0768;772;-0.2838;773;-0.242529;790;0.96;-0.02;808.0;0.166811;0.426187;17216639.6668;21340.5612207564;"{""type"": ""Polygon"", ""coordinates"": [[[1.928634188017245, 48.58195604403429], [1.875220602437732, 48.614433958181884], [1.892020272511097, 48.6264480901866], [1.877043502157157, 48.63507880714336], [1.883126177297029, 48.64387990807794], [1.893258471789668, 48.65003757595147], [1.902771575194082, 48.65087219232345], [1.909677692704536, 48.65238388353105], [1.904752584794914, 48.635363771705435], [1.926605367157216, 48.620755564816605], [1.93152797886658, 48.610922332532816], [1.932558902125149, 48.60094605032423], [1.935083608679929, 48.5861791404744], [1.928634188017245, 48.58195604403429]]]}";48.6167741818, 1.90638035997
91657;7555;12829.0;22577.0;26550.0;24462.0;25203.0;-0.35;0.37;25663.0;24462.0;25203.0;0.28;0.2;26333.0;0.27;0.37;26496.72;0.4004;26991;0.5622;27067;0.534071;27331;0.41;0.57;28289.0;0.815161;1.443319;8936856.129211716;14919.61225627161;"{""type"": ""Polygon"", ""coordinates"": [[[2.454741723624092, 48.68248815915627], [2.445892860535137, 48.679191247638705], [2.427233225682148, 48.695005842256805], [2.417511412624852, 48.69441907777303], [2.400579260004065, 48.70177381629326], [2.40462004457952, 48.71088764282382], [2.414260110402738, 48.71781621119755], [2.435125455748563, 48.724096035161104], [2.44011395391029, 48.725432735857915], [2.442842772946934, 48.72068742137274], [2.435064787116117, 48.7121060346626], [2.454741723624092, 48.68248815915627]]]}";48.7037445355, 2.42793203784
91204;267;331.0;323.0;338.0;395.0;564.0;3.46;4.55;578.0;395.0;564.0;2.26;0.27;706.0;1.41;2.9;724.08;2.8566;766;3.1784;780;3.042569;793;1.72;2.92;807.0;2.820286;2.710245;6766351.072916853;10805.77323779089;"{""type"": ""Polygon"", ""coordinates"": [[[2.390374937466352, 48.55722255661294], [2.387351492497591, 48.565465118583795], [2.383194196426868, 48.56630722601155], [2.384278289305058, 48.579014724137245], [2.393595164240439, 48.58928153962968], [2.403162250744953, 48.59100306480598], [2.411662495121443, 48.58755512107966], [2.422234048097917, 48.57322297902054], [2.412753598869675, 48.56521540050722], [2.402774167892404, 48.56319566027089], [2.390374937466352, 48.55722255661294]]]}";48.5750589359, 2.40080185445
77312;1323;1881.0;1889.0;2152.0;2042.0;2553.0;1.14;2.83;2796.0;2042.0;2553.0;1.87;1.02;2734.0;0.43;-0.32;2748.97;-0.2118;2764;-0.1278;2779;-0.060968;2791;0.45;-0.02;2791.0;-0.014914;0.413537;9053328.450191464;15640.37994242869;"{""type"": ""Polygon"", ""coordinates"": [[[2.73124808517086, 48.32351379620692], [2.720313082515632, 48.35283695417374], [2.794036645128217, 48.34719401040799], [2.793781300405696, 48.34346880425311], [2.784918476703634, 48.3358685294331], [2.772873575892316, 48.34089339395958], [2.764616071860021, 48.33750337400936], [2.746245226536537, 48.33290391168449], [2.741174031517163, 48.32420170103421], [2.73124808517086, 48.32351379620692]]]}";48.3413324688, 2.75094860085
78681;180;205.0;209.0;260.0;569.0;601.0;5.73;0.69;615.0;569.0;601.0;0.46;0.26;692.0;0.88;1.7;703.0;1.6857;714;1.6723;709;1.432496;704;0.79;1.24;700.0;1.084657;0.230152;7013603.755138692;11876.6025059523;"{""type"": ""Polygon"", ""coordinates"": [[[1.778040029701331, 48.83230593172824], [1.773433984842907, 48.83177307884045], [1.761115691939609, 48.8410363446838], [1.766417446089129, 48.85020246002073], [1.759018234848262, 48.85873351988192], [1.75861558592218, 48.868766940336734], [1.775130925407736, 48.87261571862389], [1.786653820487445, 48.86201201533824], [1.786929122651837, 48.855457995901276], [1.791696954851194, 48.854399942690996], [1.778040029701331, 48.83230593172824]]]}";48.8533372475, 1.77379972597
78007;186;280.0;262.0;406.0;864.0;914.0;5.54;0.71;873.0;864.0;914.0;0.06;-0.51;1063.0;0.95;2.85;1074.52;2.6302;1086;2.4554;1092;2.263544;1099;0.93;2.11;1105.0;1.983286;0.778016;2795327.151062416;8148.80380075123;"{""type"": ""Polygon"", ""coordinates"": [[[1.998373858656251, 48.891402317944284], [1.995659510862976, 48.89423955993381], [2.001322657780332, 48.89979100547116], [2.014347784259484, 48.90495327844518], [2.022166133594169, 48.913606123781214], [2.02702864134118, 48.91261147098433], [2.026951435811333, 48.89557714738078], [2.022540729614208, 48.8936615669374], [2.012652511885662, 48.89579287035776], [1.998373858656251, 48.891402317944284]]]}";48.9008380509, 2.0153630611
91086;223;261.0;285.0;2097.0;8120.0;7719.0;9.05;-0.63;9156.0;8120.0;7719.0;0.71;1.92;9477.0;1.29;0.49;9451.02;0.3972;9370;0.257;9334;0.192728;9298;0.93;0.14;9222.0;0.059872;-0.544032;6623661.514262261;11345.39063483159;"{""type"": ""Polygon"", ""coordinates"": [[[2.39857007664951, 48.607126803299714], [2.394039789429094, 48.608282231292925], [2.389124307415381, 48.60290483834727], [2.374794543044362, 48.60235369098442], [2.371609215101455, 48.59992613493438], [2.362191410663451, 48.601486242605446], [2.359384389610767, 48.618076711934584], [2.372269441464584, 48.620655023853], [2.375578101613812, 48.62650137138038], [2.383529495995756, 48.629978978217075], [2.399270549079666, 48.624104543166744], [2.395050861490257, 48.618218249586036], [2.401094046011729, 48.61296853067566], [2.400059408721653, 48.6097339849166], [2.39857007664951, 48.607126803299714]]]}";48.6140476567, 2.38002541357
91495;231;204.0;167.0;175.0;221.0;259.0;2.64;2.0;273.0;221.0;259.0;1.25;0.59;306.0;1.05;1.64;306.62;1.4623;307;1.3127;307;1.180675;308;0.87;1.1;308.0;1.010303;0.130379;9634594.239545017;12733.85412895073;"{""type"": ""Polygon"", ""coordinates"": [[[1.994943909657336, 48.429565364672506], [1.989745051504382, 48.43347095074641], [1.971705942317081, 48.43708578532548], [1.98052258809499, 48.45306864745176], [2.010230471370333, 48.45846632981835], [2.020279297525266, 48.45709218891815], [2.020849900537043, 48.45405593781041], [2.029559325458036, 48.45264296876209], [2.038487964945285, 48.445877957119286], [2.020889499748031, 48.437420832805834], [2.01131530755978, 48.437485400357815], [1.994943909657336, 48.429565364672506]]]}";48.4451994125, 2.0030499524
91671;291;256.0;272.0;285.0;307.0;496.0;3.75;6.18;600.0;307.0;496.0;4.02;2.14;628.0;1.49;0.65;621.44;0.4398;614;0.2566;607;0.116059;600;0.96;0.0;598.0;-0.02782;-0.974212;6891326.328801472;12670.33704100315;"{""type"": ""Polygon"", ""coordinates"": [[[2.248528557532639, 48.449651884342785], [2.250214898390015, 48.452784391456014], [2.243071262498505, 48.46141180562316], [2.23075909387186, 48.46713547221756], [2.237752963500656, 48.479271905935356], [2.247386665202758, 48.47743508962205], [2.264778532062881, 48.48194329774485], [2.27059538953538, 48.47916327859277], [2.272935628875616, 48.47432853562603], [2.266135008612965, 48.47009433417688], [2.275053970944631, 48.462996879429305], [2.267301997418207, 48.45917972602607], [2.261527872384652, 48.45040822319847], [2.248528557532639, 48.449651884342785]]]}";48.4671191613, 2.25415010197
94073;8350;15116.0;22481.0;27298.0;26637.0;27515.0;0.05;0.41;28242.0;26637.0;27515.0;0.34;0.29;29315.0;0.4;0.53;29272.74;0.4491;29616;0.5292;29472;0.427214;29653;0.37;0.44;29229.0;0.28667;-0.058742;6519807.9074102;11108.89084894593;"{""type"": ""Polygon"", ""coordinates"": [[[2.369347417928474, 48.74607283234522], [2.368624859007028, 48.7574648296578], [2.367824241443724, 48.771905327098], [2.371898078021569, 48.77033484731963], [2.398720893770741, 48.774718105676406], [2.406093269423699, 48.751073229837274], [2.39172149363572, 48.75179238334329], [2.369347417928474, 48.74607283234522]]]}";48.7607841928, 2.38537729524
