insee;Pop1946;PSDC1962;PSDC1968;PSDC1975;PSDC1982;PSDC1990;TCAM7590;TCAM8290;POPEXH1999;PSDC82DF99;PSDC90DF99;TCAM8299;TCAM9099;POPMUN2006;TCAM9006;TCAM9906;POPMUN2007;TCAM9907;POPMUN2008;TCAM9908;POPMUN2009;TCAM9909;POPMUN2010;TCAM9010;TCAM9910;POPMUN2011;TCAM9911;TCAM0611;AREA;PERIMETER;Geo Shape;Geo Point
91468;287;393.0;448.0;708.0;715.0;904.0;1.64;2.98;1243.0;715.0;904.0;3.31;3.6;1685.0;3.97;4.44;1746.0;4.339;1773;4.0249;1784;3.679375;1858;3.67;3.72;1894.0;3.57201;2.366066;1693488.8132776713;6223.80651914222;"{""type"": ""Polygon"", ""coordinates"": [[[2.456355291836143, 48.5638753819719], [2.442294558670334, 48.57719579971013], [2.4695700366914, 48.5785528987209], [2.473848917558093, 48.5777083214034], [2.456355291836143, 48.5638753819719]]]}";48.5732357153, 2.45777798707
78147;129;140.0;150.0;185.0;300.0;376.0;4.83;2.86;413.0;300.0;376.0;1.9;1.05;406.0;0.48;-0.24;405.0;-0.2442;412;-0.0269;411;-0.048532;422;0.58;0.2;433.0;0.394862;1.296018;3255745.6135497717;7340.17695322162;"{""type"": ""Polygon"", ""coordinates"": [[[1.490881949439518, 49.00477670395778], [1.480401248545804, 49.005561800562965], [1.474046228737443, 49.00969018302212], [1.477095507857215, 49.01480129624363], [1.471841865681303, 49.01862873703046], [1.484952634084742, 49.02668220635168], [1.493448220320247, 49.02611460435981], [1.496776789939032, 49.018844646817456], [1.490881949439518, 49.00477670395778]]]}";49.0158393703, 1.48536401441
77202;592;581.0;541.0;507.0;507.0;528.0;0.27;0.51;579.0;507.0;528.0;0.78;1.03;632.0;1.13;1.26;637.17;1.2039;631;0.9602;625;0.767421;619;0.8;0.61;622.0;0.598766;-0.318478;13649243.893;15251.8663965884;"{""type"": ""Polygon"", ""coordinates"": [[[2.74188243435552, 48.29527705140503], [2.719159217254691, 48.31357980783702], [2.725797439133012, 48.318390892240686], [2.723987072792028, 48.32149071995116], [2.73124808517086, 48.32351379620692], [2.741174031517163, 48.32420170103421], [2.746245226536537, 48.33290391168449], [2.764616071860021, 48.33750337400936], [2.772772390201025, 48.32994375136857], [2.773298249972314, 48.320623713359296], [2.782276868541787, 48.31224617398457], [2.782089536878571, 48.30536292995889], [2.777660413894239, 48.303501252101725], [2.74188243435552, 48.29527705140503]]]}";48.3150277838, 2.75296542795
91645;3514;7063.0;9852.0;11400.0;13555.0;15710.0;2.16;1.86;15929.0;13555.0;15710.0;0.95;0.15;15848.0;0.05;-0.07;15805.52;-0.0972;15731;-0.1389;15543;-0.245009;15418;-0.09;-0.3;15534.0;-0.209033;-0.399443;10192465.1986;12527.4497169479;"{""type"": ""Polygon"", ""coordinates"": [[[2.238024349288763, 48.73556585983713], [2.226414985434365, 48.75003536744732], [2.22450256558849, 48.75882853410981], [2.232859032169924, 48.76598806763037], [2.250043759055985, 48.7612132675196], [2.269288614654887, 48.76063999654954], [2.276145972515501, 48.75666127305422], [2.28369111286269, 48.748081131389675], [2.274517407535146, 48.74072222671914], [2.238024349288763, 48.73556585983713]]]}";48.75044312, 2.25171297214
94042;13612;17797.0;17467.0;17608.0;16934.0;16657.0;-0.37;-0.21;17111.0;16934.0;16657.0;0.06;0.3;17177.0;0.19;0.06;17302.68;0.1393;17368;0.1658;17607;0.286159;17802;0.33;0.36;17953.0;0.4011;0.887635;2039569.0355608966;6562.25547146377;"{""type"": ""Polygon"", ""coordinates"": [[[2.460632172138561, 48.809370495117264], [2.454651973942729, 48.813507487938416], [2.462855873856018, 48.815577215752555], [2.461247496771534, 48.818349044057626], [2.465755861466258, 48.82628372037433], [2.475805615804708, 48.830618156735014], [2.482360782411724, 48.81935966840254], [2.480185391468517, 48.813522296204546], [2.476181341146216, 48.814916838908374], [2.460632172138561, 48.809370495117264]]]}";48.8193683216, 2.47044977809
91044;680;890.0;935.0;1589.0;2218.0;2531.0;3.14;1.66;2750.0;2218.0;2531.0;1.27;0.93;3589.0;2.21;3.88;3779.98;4.0566;3815;3.7041;3812;3.319434;3795;2.05;2.97;3779.0;2.684214;1.037057;4171279.7361412086;8316.50504071393;"{""type"": ""Polygon"", ""coordinates"": [[[2.291325367896021, 48.65758521237111], [2.276122658583966, 48.66022836796185], [2.277011555011158, 48.67057810806105], [2.28612861475477, 48.686185361042355], [2.305157018848814, 48.67831925093628], [2.30007159073682, 48.66959134757039], [2.291325367896021, 48.65758521237111]]]}";48.6713240802, 2.28913874502
77316;2568;3095.0;3250.0;3147.0;3503.0;4174.0;1.9;2.21;4403.0;3503.0;4174.0;1.35;0.6;4478.0;0.44;0.24;4471.98;0.1945;4423;0.0504;4376;-0.061492;4330;0.18;-0.15;4318.0;-0.162316;-0.725043;5303038.726295492;11590.36339931529;"{""type"": ""Polygon"", ""coordinates"": [[[2.793781300405696, 48.34346880425311], [2.794036645128217, 48.34719401040799], [2.802335199396488, 48.36212508297958], [2.796334524789714, 48.370733920164675], [2.813557647689977, 48.37643925717178], [2.81485658657986, 48.37956317761285], [2.823448377102824, 48.382860104002646], [2.827979434211062, 48.37673996607535], [2.822431259173861, 48.360087616537804], [2.816240206841728, 48.35462604131628], [2.798811584700986, 48.347975957877374], [2.793781300405696, 48.34346880425311]]]}";48.365092921, 2.81172585849
91408;522;641.0;573.0;652.0;822.0;1011.0;2.96;2.62;1284.0;822.0;1011.0;2.66;2.69;1254.0;1.35;-0.34;1252.0;-0.315;1269;-0.1305;1286;0.015565;1302;1.27;0.13;1300.0;0.103254;0.723118;12097695.3176;14621.934136448;"{""type"": ""Polygon"", ""coordinates"": [[[2.461092694093542, 48.42475327025847], [2.461659524355531, 48.418242252375165], [2.452223508684698, 48.41585990853672], [2.438818828350253, 48.4207274461377], [2.423931907811937, 48.42124087329026], [2.422191386429491, 48.434484490346016], [2.412595452150486, 48.4463038679496], [2.412700367714457, 48.45627251706659], [2.444672047430658, 48.45263887700134], [2.468439836011122, 48.44407508225695], [2.460089535478835, 48.436876139844976], [2.461092694093542, 48.42475327025847]]]}";48.4371290941, 2.43964124963
78233;768;1288.0;1047.0;2052.0;2178.0;2699.0;1.84;2.72;2813.0;2178.0;2699.0;1.52;0.46;2996.0;0.65;0.9;3015.01;0.8707;3029;0.8254;2968;0.537809;2908;0.37;0.3;2847.0;0.100169;-1.015058;13585456.8605;16691.11564702368;"{""type"": ""Polygon"", ""coordinates"": [[[1.990617265389066, 48.8595351399045], [1.972064730653876, 48.858207995509076], [1.969073371069143, 48.86059264067474], [1.96970192560991, 48.86396178326826], [1.957723636585923, 48.869883980459676], [1.949905977838182, 48.88166054642167], [1.953756576401516, 48.89566153353578], [1.971601491648747, 48.89341480305586], [1.981874030157473, 48.90029277340163], [1.998373858656251, 48.891402317944284], [2.020252867793868, 48.882598674466365], [2.013966547201699, 48.8775465566291], [1.995498717602248, 48.8735886429387], [1.98860365933739, 48.86495944820059], [1.990617265389066, 48.8595351399045]]]}";48.8800880696, 1.97983777956
77203;188;210.0;232.0;514.0;675.0;1369.0;6.73;9.24;1360.0;675.0;1369.0;4.21;-0.07;1280.0;-0.42;-0.86;1275.78;-0.7959;1303;-0.4746;1331;-0.215309;1358;-0.04;-0.01;1357.0;-0.018401;1.175178;11655885.3579;18185.60839552388;"{""type"": ""Polygon"", ""coordinates"": [[[2.994195639427133, 48.96519387738865], [2.960919728518488, 48.9740810117255], [2.940444314673188, 48.9737218955808], [2.921652560604894, 48.98932151670633], [2.929585368459372, 48.99358868719], [2.944697073023085, 48.995044326448294], [2.948342735319015, 49.01174407905694], [2.956724383377648, 49.00909477377087], [2.965387574558466, 48.99288498920147], [2.985584065924248, 48.99210680411267], [2.988455516142977, 48.98342971676586], [2.982773505762555, 48.97912178250405], [2.994195639427133, 48.96519387738865]]]}";48.9859507813, 2.95833193991
91333;822;1198.0;1519.0;1934.0;1969.0;2463.0;1.62;2.84;3757.0;1969.0;2463.0;3.87;4.8;4147.0;3.31;1.42;4207.99;1.4271;4182;1.1979;4141;0.977916;4099;2.58;0.8;4094.0;0.718416;-0.256923;2521970.3766563046;6457.28225694972;"{""type"": ""Polygon"", ""coordinates"": [[[2.268120878364614, 48.60618051523794], [2.264527959788996, 48.604134377585304], [2.256278550500382, 48.60718659684245], [2.257737304354837, 48.61336662314746], [2.263109576289468, 48.62203562509763], [2.276027550834053, 48.621970922976814], [2.282544095671398, 48.617737533032226], [2.268120878364614, 48.60618051523794]]]}";48.614191732, 2.26786916606
77393;1214;1483.0;1521.0;1768.0;1914.0;2380.0;2.0;2.76;2614.0;1914.0;2380.0;1.85;1.05;2703.0;0.8;0.48;2711.73;0.4599;2721;0.4467;2715;0.379823;2741;0.71;0.43;2770.0;0.484216;0.490902;2671202.219830524;7915.72248901869;"{""type"": ""Polygon"", ""coordinates"": [[[2.973517868605169, 48.67137320415139], [2.94669393958945, 48.686933886838354], [2.946364540741624, 48.69021674325029], [2.955954725162841, 48.69159683103517], [2.96849703950203, 48.68730142098655], [2.977488975728916, 48.68996583803281], [2.973517868605169, 48.67137320415139]]]}";48.6835473801, 2.96386164436
94019;2897;5593.0;7016.0;17561.0;17417.0;17857.0;0.11;0.31;17815.0;17417.0;17857.0;0.13;-0.03;17651.0;-0.07;-0.13;17313.19;-0.3565;17698;-0.0732;18083;0.149426;18049;0.05;0.12;17963.0;0.068968;0.351048;4958465.406038679;13299.58052012634;"{""type"": ""Polygon"", ""coordinates"": [[[2.555456854488504, 48.792096885163716], [2.550836296036745, 48.797538875122605], [2.545588002293612, 48.792095743359944], [2.535722912296289, 48.79167108873512], [2.526288290534009, 48.78433100052211], [2.517879872886363, 48.78551155309086], [2.516863820237648, 48.786469801081104], [2.523117967605095, 48.79466138652763], [2.5222831408805, 48.804065601335616], [2.536506336525525, 48.80614519645843], [2.550955979507981, 48.80419473788215], [2.558510958867672, 48.80759553820278], [2.559351919852531, 48.804756614756194], [2.567990673850117, 48.80396971466267], [2.571680824810041, 48.79894647520165], [2.555456854488504, 48.792096885163716]]]}";48.7976502878, 2.54157630073
78364;306;319.0;375.0;383.0;478.0;509.0;1.91;0.79;596.0;478.0;509.0;1.31;1.77;682.0;1.84;1.94;692.98;1.9024;704;1.8676;711;1.779974;707;1.66;1.56;711.0;1.481126;0.836333;4964432.170781569;8788.21331862188;"{""type"": ""Polygon"", ""coordinates"": [[[1.824846561094223, 48.85069170305932], [1.812676496076097, 48.85306295718061], [1.80599968410054, 48.86012894348131], [1.812093036669634, 48.869687419516275], [1.823215343381162, 48.87645290716618], [1.832123740673994, 48.878689723795745], [1.838398469990567, 48.87125874613963], [1.837521034148689, 48.856814659388625], [1.824653951443117, 48.85379282406413], [1.824846561094223, 48.85069170305932]]]}";48.8642310591, 1.82382085659
91275;465;762.0;978.0;1342.0;1407.0;1763.0;1.83;2.86;1849.0;1407.0;1763.0;1.62;0.53;2060.0;0.98;1.56;2091.39;1.5517;2264;2.2754;2426;2.753208;2588;1.94;3.1;2622.0;2.953547;4.942908;4898657.324513734;10102.94257861818;"{""type"": ""Polygon"", ""coordinates"": [[[2.155439056839545, 48.65933537369006], [2.138656349758428, 48.66510716928051], [2.121591817423226, 48.68015755615426], [2.121943243236452, 48.68349734044812], [2.141560081331339, 48.68593392205398], [2.150231104275433, 48.68403509881167], [2.153378907233323, 48.67839956933676], [2.161288984972875, 48.67556803747718], [2.164094990996619, 48.67506602572148], [2.155421256844289, 48.6663245486615], [2.155439056839545, 48.65933537369006]]]}";48.6745834658, 2.142891374
78550;170;225.0;289.0;821.0;1187.0;1462.0;3.91;2.64;1621.0;1187.0;1462.0;1.85;1.15;1795.0;1.29;1.47;1816.15;1.4311;1827;1.3381;1837;1.258762;1824;1.11;1.08;1819.0;0.96499;0.265991;4681213.431775216;9261.98606898727;"{""type"": ""Polygon"", ""coordinates"": [[[1.913066136329446, 48.81993795131865], [1.901268931614907, 48.821961792362664], [1.890226510329577, 48.831357838250156], [1.88135333028409, 48.83155399534634], [1.882091589324929, 48.834609966105404], [1.888578764430276, 48.84665973104182], [1.893278662047072, 48.8473778647787], [1.918172631345987, 48.835751243515354], [1.921737091072907, 48.82612360123027], [1.917838585804341, 48.820341013587324], [1.913066136329446, 48.81993795131865]]]}";48.8330731847, 1.90235458205
77337;1004;1185.0;1274.0;3571.0;12446.0;16525.0;10.72;3.61;15506.0;12446.0;16525.0;1.3;-0.7;15379.0;-0.45;-0.12;15429.05;-0.0622;15634;0.0914;15512;0.003869;15660;-0.27;0.09;15786.0;0.149248;0.523778;4615044.465862609;12575.42937128189;"{""type"": ""Polygon"", ""coordinates"": [[[2.616353846231107, 48.825953309304104], [2.612566763000082, 48.82601304883567], [2.610504694242875, 48.830368221110454], [2.612801122233473, 48.85131241614972], [2.610242106079782, 48.8582019944383], [2.600012180350103, 48.86632514189923], [2.605790983698672, 48.864653584074915], [2.613718956880442, 48.859859041398316], [2.629330299368151, 48.857219419765855], [2.637712198290552, 48.8454638062151], [2.620231059120143, 48.83782812723226], [2.621041739215285, 48.82751514738537], [2.616353846231107, 48.825953309304104]]]}";48.8460926469, 2.61997100426
78548;222;273.0;235.0;290.0;370.0;458.0;3.09;2.7;521.0;370.0;458.0;2.03;1.44;484.0;0.35;-1.05;485.76;-0.8716;482;-0.8608;478;-0.857694;474;0.17;-0.86;463.0;-0.978704;-0.883233;5699927.294012611;11817.619331436;"{""type"": ""Polygon"", ""coordinates"": [[[2.020820820723457, 48.69645453032311], [2.019520023665716, 48.6969835540968], [1.999368955924574, 48.69980260373093], [1.993036674113684, 48.708960339648954], [1.970862722270643, 48.717559342054386], [1.971530094169112, 48.72094723768256], [1.98868012731204, 48.7290004066257], [2.004349825386704, 48.72082080531677], [2.002901161240054, 48.7140984205684], [2.023426095977735, 48.7031952529981], [2.020820820723457, 48.69645453032311]]]}";48.7127668824, 1.99703639595
95026;1007;1399.0;1462.0;1450.0;2186.0;2321.0;3.18;0.75;2476.0;2186.0;2321.0;0.74;0.72;2495.0;0.45;0.11;2541.0;0.3244;2532;0.2488;2530;0.215982;2527;0.43;0.19;2531.0;0.183252;0.286926;14229203.1891;21572.08622982329;"{""type"": ""Polygon"", ""coordinates"": [[[2.354535961698524, 49.121256749735394], [2.346973359855102, 49.11697204622828], [2.336799075546804, 49.12314734959931], [2.341144019368147, 49.13590276942523], [2.338580218524824, 49.145671030340615], [2.351486897351877, 49.14487812227242], [2.359295696799116, 49.1473475243682], [2.373157955902831, 49.159333540055734], [2.394724109211612, 49.14977863977068], [2.410391643068983, 49.152086157869746], [2.440902617873646, 49.14580320714455], [2.438907184036099, 49.14149622668894], [2.428427925708252, 49.14109626554982], [2.421427949137099, 49.13593791713504], [2.411267838610955, 49.13409042123125], [2.390766362795399, 49.13783656415178], [2.374896025549826, 49.13686505539187], [2.36588392602004, 49.13314053142818], [2.354535961698524, 49.121256749735394]]]}";49.1407338587, 2.3800597257
92024;53029;56316.0;52477.0;47764.0;46895.0;48030.0;0.04;0.3;50237.0;46895.0;48030.0;0.41;0.5;57162.0;1.09;1.86;58646.04;1.9534;58388;1.6847;58200;1.482213;58916;1.03;1.46;59458.0;1.414227;0.790727;2748691.122285551;6787.40826379069;"{""type"": ""Polygon"", ""coordinates"": [[[2.303777114032848, 48.89415199628832], [2.287389258968528, 48.90364238146718], [2.313758259741168, 48.91402154218432], [2.319884458526642, 48.90045886733919], [2.303777114032848, 48.89415199628832]]]}";48.9035359139, 2.30575230452
77183;4869;5488.0;6277.0;6872.0;7007.0;8236.0;1.21;2.04;8586.0;7007.0;8236.0;1.2;0.46;8932.0;0.51;0.57;8981.87;0.565;9032;0.5643;9050;0.527705;9061;0.48;0.49;9222.0;0.597268;0.641078;10061707.1995;20447.61641088576;"{""type"": ""Polygon"", ""coordinates"": [[[3.117060090298667, 48.93627114130246], [3.118894718385898, 48.944677350884334], [3.102782711485238, 48.95021362413774], [3.110125920694618, 48.962014122043165], [3.104646479977426, 48.96721659294817], [3.11246689380997, 48.970968291063315], [3.122574310054025, 48.976704435816146], [3.127600471009354, 48.976357489867766], [3.140557958947998, 48.9589428937525], [3.137087122573692, 48.95289502401532], [3.150689619384521, 48.949218773362524], [3.152510353353002, 48.946221976509385], [3.167052890502525, 48.94708385745254], [3.158305079999765, 48.93926324738636], [3.151151352526941, 48.943669828036704], [3.135774188770658, 48.93638629133315], [3.117060090298667, 48.93627114130246]]]}";48.9540164057, 3.12762174384
94054;6017;17637.0;30197.0;26104.0;23766.0;21646.0;-1.24;-1.16;20497.0;23766.0;21646.0;-0.87;-0.6;21197.0;-0.13;0.48;21117.29;0.3734;20940;0.2379;20874;0.182425;21395;-0.06;0.39;21312.0;0.32546;0.108271;6433116.165477412;13182.77236742522;"{""type"": ""Polygon"", ""coordinates"": [[[2.37043736305298, 48.727864836593774], [2.369347417928474, 48.74607283234522], [2.39172149363572, 48.75179238334329], [2.406093269423699, 48.751073229837274], [2.427516640978465, 48.75100697004418], [2.436815319886735, 48.74515092792044], [2.40717699760607, 48.741877408183655], [2.399447150966739, 48.737620403168584], [2.389436277241549, 48.73667917335104], [2.380199999484633, 48.7289323115482], [2.37043736305298, 48.727864836593774]]]}";48.7429320073, 2.39468296999
77395;141;124.0;95.0;103.0;105.0;110.0;0.44;0.58;124.0;105.0;110.0;0.98;1.34;126.0;0.85;0.23;126.71;0.2706;126;0.1779;126;0.160131;125;0.64;0.07;124.0;0.0;-0.319495;6605978.883801052;9821.09578301977;"{""type"": ""Polygon"", ""coordinates"": [[[2.519647351176609, 48.27110899278892], [2.506060072208, 48.26122757287057], [2.481766011158764, 48.25693965570587], [2.4771845676796, 48.258323136445625], [2.473639780909071, 48.270571285611815], [2.489567237354233, 48.282023082344544], [2.502977495230316, 48.28518434132208], [2.519647351176609, 48.27110899278892]]]}";48.2703586481, 2.4951176944
95091;566;635.0;775.0;3154.0;4841.0;5700.0;4.01;2.06;5700.0;4841.0;5700.0;0.97;0.0;5607.0;-0.1;-0.23;5701.35;0.003;5800;0.1934;5898;0.342055;5940;0.21;0.38;5942.0;0.347098;1.16736;4582532.604519894;9748.54028686971;"{""type"": ""Polygon"", ""coordinates"": [[[2.294403726586045, 49.03024653470973], [2.274775626789959, 49.03644205854306], [2.285008821795099, 49.049128214012335], [2.307968322480283, 49.047761018878056], [2.321950768254485, 49.050754142214956], [2.324541720830554, 49.04508583456299], [2.313647004737198, 49.038325035138186], [2.304411407865266, 49.03757052092971], [2.294403726586045, 49.03024653470973]]]}";49.04157253, 2.29838457991
78464;188;186.0;181.0;379.0;589.0;739.0;4.54;2.88;827.0;589.0;739.0;2.02;1.26;847.0;0.86;0.34;854.9;0.4156;855;0.3706;851;0.286484;847;0.68;0.22;843.0;0.159813;-0.09463;10380840.3119;16379.59264319333;"{""type"": ""Polygon"", ""coordinates"": [[[1.83230903705774, 48.571171841475525], [1.819375735709709, 48.57120613848301], [1.816657107588521, 48.581138120865795], [1.802166858581758, 48.58451971563897], [1.796817050098292, 48.59015142922935], [1.775091719095653, 48.59828740191751], [1.7771111550965, 48.60474049163271], [1.80578995523882, 48.61057325507247], [1.827546681875147, 48.61921880079524], [1.830928941349701, 48.62026860357497], [1.824448494848358, 48.594044042250694], [1.83230903705774, 48.571171841475525]]]}";48.5968578246, 1.80955275599
77345;273;226.0;272.0;284.0;287.0;468.0;3.38;6.3;560.0;287.0;468.0;4.01;2.01;633.0;1.9;1.77;639.17;1.6667;650;1.6697;660;1.656602;671;1.82;1.66;672.0;1.530947;1.202936;5777622.548583151;10588.55293025643;"{""type"": ""Polygon"", ""coordinates"": [[[3.239815274264454, 48.89544108453154], [3.235819249747731, 48.889468703602134], [3.216602291933378, 48.89233779035611], [3.208451849315562, 48.89023891032936], [3.207249913977418, 48.900061271425045], [3.211404891371532, 48.90883103160836], [3.219280953814401, 48.91308845270027], [3.239605278349213, 48.909083700201556], [3.252405398956277, 48.90413832646508], [3.239815274264454, 48.89544108453154]]]}";48.9011406989, 3.22658496593
77157;198;163.0;157.0;136.0;184.0;220.0;3.25;2.26;241.0;184.0;220.0;1.6;1.02;261.0;1.07;1.15;259.38;0.9229;265;1.0604;270;1.14273;276;1.14;1.24;281.0;1.28787;1.487642;8156481.559295594;16979.04801369163;"{""type"": ""Polygon"", ""coordinates"": [[[3.143478438452682, 49.012712510459025], [3.138370080253763, 49.01427410913399], [3.150492627105568, 49.02740561855731], [3.149817762133615, 49.039940956888536], [3.146350633336682, 49.042363993858544], [3.154625819519081, 49.04243455104668], [3.157786921345649, 49.04744778133751], [3.170330659396277, 49.051647717091875], [3.181708300994531, 49.062169147446], [3.180852652940207, 49.05614611082428], [3.19066681655098, 49.04997169851619], [3.190613823714139, 49.04671681260654], [3.181071340729745, 49.044321813063874], [3.176718534907404, 49.03134425668651], [3.163506319647754, 49.0262376517987], [3.163007993740321, 49.019944041173225], [3.158300076283564, 49.01387182191792], [3.143478438452682, 49.012712510459025]]]}";49.0357759838, 3.16433496105
78478;171;130.0;161.0;140.0;146.0;131.0;-0.44;-1.35;162.0;146.0;131.0;0.61;2.39;224.0;3.41;4.74;229.01;4.4221;233;4.1209;238;3.921688;242;3.12;3.72;242.0;3.401069;1.557843;10401872.1193;14150.37980997756;"{""type"": ""Polygon"", ""coordinates"": [[[1.879441516481921, 48.44066800671545], [1.869316919330166, 48.44049999190045], [1.861090626121512, 48.44446109281254], [1.847221178653119, 48.44667546449614], [1.839126315842793, 48.45803203221039], [1.843922997397196, 48.4668780505852], [1.8527523620426, 48.46959084479227], [1.850012013843413, 48.47919118014298], [1.865471369077017, 48.480815379205666], [1.872555198154879, 48.47674422715663], [1.882568379513161, 48.46467489508993], [1.879441516481921, 48.44066800671545]]]}";48.4599663329, 1.86291670006
78034;339;324.0;297.0;422.0;536.0;692.0;3.34;3.24;865.0;536.0;692.0;2.86;2.51;914.0;1.75;0.79;913.0;0.6774;913;0.6019;905;0.453078;858;1.08;-0.07;869.0;0.038454;-1.004668;4530333.866911424;8840.91533527326;"{""type"": ""Polygon"", ""coordinates"": [[[1.832706857173659, 48.83381438152659], [1.826069228134561, 48.829692938699786], [1.806116394928206, 48.83005306848663], [1.799232429734001, 48.83141426641256], [1.810673912665656, 48.84287051536152], [1.812676496076097, 48.85306295718061], [1.824846561094223, 48.85069170305932], [1.833904407812876, 48.84362089332086], [1.832706857173659, 48.83381438152659]]]}";48.8394911873, 1.81898836973
95476;1516;2738.0;3905.0;7195.0;10736.0;12195.0;3.57;1.61;14300.0;10736.0;12195.0;1.7;1.79;15996.0;1.71;1.61;15945.18;1.3705;15939;1.213;15965;1.107481;16236;1.44;1.16;16333.0;1.113892;0.417849;12061781.4369;15576.98737359718;"{""type"": ""Polygon"", ""coordinates"": [[[2.072221766486022, 49.04716964872211], [2.054070647325505, 49.05456356838814], [2.027765173671173, 49.056502706967706], [2.034625893701164, 49.062807594030595], [2.045585135849867, 49.08298337637146], [2.05988206830482, 49.085712691609686], [2.071830903368538, 49.080500308490656], [2.079229809790931, 49.08472946319301], [2.084140070669475, 49.08420048425973], [2.090414716566817, 49.07221690961495], [2.094814772148465, 49.07026289974964], [2.072221766486022, 49.04716964872211]]]}";49.0676589923, 2.06311678451
77243;7900;11945.0;15743.0;16465.0;17959.0;18643.0;0.83;0.47;19358.0;17959.0;18643.0;0.44;0.42;20086.0;0.47;0.53;20401.44;0.6584;20232;0.4919;20228;0.440588;20236;0.41;0.4;20306.0;0.399217;0.218105;5615364.433092831;12192.71380995593;"{""type"": ""Polygon"", ""coordinates"": [[[2.727542158243183, 48.85975862454368], [2.709454819891058, 48.864761276749306], [2.696453631985896, 48.866608587950196], [2.694166759216122, 48.87302388907334], [2.680162376433087, 48.87129657626423], [2.673953998830155, 48.87652283001623], [2.703843665050806, 48.88069236307745], [2.727733026974796, 48.883222165132516], [2.73488085797555, 48.882707616585115], [2.729823867621858, 48.882345582776395], [2.729660828405411, 48.869098369135386], [2.727542158243183, 48.85975862454368]]]}";48.8730701858, 2.70978081313
78202;214;240.0;231.0;311.0;355.0;385.0;1.43;1.02;409.0;355.0;385.0;0.84;0.67;467.0;1.21;1.91;475.29;1.8954;485;1.9118;495;1.926753;505;1.37;1.94;522.0;2.053742;2.251744;3706116.262442666;8433.1022732348;"{""type"": ""Polygon"", ""coordinates"": [[[1.772786313770359, 49.04212743953261], [1.76294092790553, 49.04254801579881], [1.751176843177676, 49.048226597167165], [1.751367853187022, 49.05507202707763], [1.759422161312399, 49.06328479831266], [1.770733058215842, 49.05778068215246], [1.789381520171635, 49.057862131592884], [1.787231823858799, 49.05148267576474], [1.772786313770359, 49.04212743953261]]]}";49.0519623345, 1.76822079992
77401;238;240.0;227.0;268.0;326.0;491.0;4.11;5.25;515.0;326.0;491.0;2.73;0.53;604.0;1.3;2.3;615.0;2.243;626;2.1924;635;2.116671;650;1.41;2.14;660.0;2.088791;1.789129;8928428.288655795;15119.13883537949;"{""type"": ""Polygon"", ""coordinates"": [[[3.194953745543182, 48.989440493352916], [3.185655919289572, 48.99527313429238], [3.174134066785972, 48.99058753873872], [3.158885907663897, 48.99981658604852], [3.139419927702911, 49.003059922228495], [3.143478438452682, 49.012712510459025], [3.158300076283564, 49.01387182191792], [3.163007993740321, 49.019944041173225], [3.171569244857263, 49.01249580972921], [3.198992501972345, 49.00579043324815], [3.207632820694627, 48.99948137826365], [3.209318174215811, 48.99378646481782], [3.194953745543182, 48.989440493352916]]]}";49.0030713082, 3.1746031904
91207;490;692.0;1301.0;4420.0;4759.0;4774.0;0.51;0.04;5320.0;4759.0;4774.0;0.66;1.21;5212.0;0.55;-0.29;5240.01;-0.1892;5268;-0.1091;5296;-0.045205;5323;0.55;0.01;5314.0;-0.009403;0.388376;4062846.3927047085;9210.36838172863;"{""type"": ""Polygon"", ""coordinates"": [[[2.226369144502723, 48.566758152676506], [2.220340907969817, 48.57199936749748], [2.211118362463292, 48.56961764578737], [2.19851464541666, 48.57566858299416], [2.199097780809747, 48.58008945637938], [2.213635778196666, 48.58251631849731], [2.234895693911888, 48.58896989478759], [2.24083903529149, 48.578392991353404], [2.238079101434365, 48.57613540284472], [2.226369144502723, 48.566758152676506]]]}";48.5778313904, 2.22141176606
78125;373;347.0;365.0;434.0;580.0;769.0;3.88;3.59;841.0;580.0;769.0;2.21;1.0;914.0;1.09;1.2;924.0;1.1835;934;1.1722;935;1.065182;934;0.98;0.96;909.0;0.650049;-0.109649;23055310.2298;22831.78258647793;"{""type"": ""Polygon"", ""coordinates"": [[[1.93152797886658, 48.610922332532816], [1.926605367157216, 48.620755564816605], [1.904752584794914, 48.635363771705435], [1.909677692704536, 48.65238388353105], [1.909021994452395, 48.6577842633037], [1.928792753748439, 48.66040140512776], [1.929866016357922, 48.663694424568995], [1.9456759226586, 48.65613512691275], [1.961660388689349, 48.66417353190398], [1.981848817154654, 48.66163105260702], [1.987815696076859, 48.656428505493814], [1.98021739020667, 48.64779996173889], [1.977788851558518, 48.63104723537214], [1.966184952867383, 48.62420027165695], [1.941800482539551, 48.61883149835903], [1.93152797886658, 48.610922332532816]]]}";48.6416446846, 1.94488436228
