Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
48.6979518235, 1.60251457633;"{""type"": ""Polygon"", ""coordinates"": [[[1.601974942031625, 48.705075012454714], [1.626145143705886, 48.69468859014445], [1.629562306236672, 48.68936797765975], [1.623581267315477, 48.685886291592396], [1.611428718304668, 48.68846243911342], [1.597033899387546, 48.6956002195129], [1.591154193698591, 48.69270194836502], [1.57633333126113, 48.70254108893613], [1.586936786283411, 48.710282695083954], [1.595245185138345, 48.70930034924999], [1.596238033148542, 48.70600982935513], [1.601974942031625, 48.705075012454714]]]}";78606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48.6846090105, 2.67615276763;"{""type"": ""Polygon"", ""coordinates"": [[[2.716050714146876, 48.69490817412576], [2.704396016906588, 48.69130431543622], [2.6746842909073, 48.67053303866068], [2.686787678639313, 48.66749286432561], [2.69070294423428, 48.66248974508815], [2.676830990336371, 48.655516822035175], [2.658314608109209, 48.652361063146685], [2.654484831865313, 48.66051029234804], [2.660847156113284, 48.670285505790524], [2.653949178458917, 48.67018802923468], [2.653126689976333, 48.677501460925235], [2.641224810210543, 48.683007432549545], [2.6397815757442, 48.69368882177583], [2.643711624340514, 48.69438872883039], [2.649456842489216, 48.69425619451729], [2.668930985494459, 48.70567589349606], [2.6736568424414, 48.70129151118001], [2.695402126999951, 48.706144194031246], [2.712510558473252, 48.70822032012541], [2.722785987009045, 48.69984059243706], [2.716050714146876, 48.69490817412576]]]}";77217;37.0;53.0;47.0;53.0;44.0;44.0;37.13;36.0;36.47;36.892239
48.6967227983, 2.56099914638;"{""type"": ""Polygon"", ""coordinates"": [[[2.57439556833187, 48.700723539330205], [2.571800259662199, 48.691996959526136], [2.548858869497562, 48.68898452328327], [2.544131695212543, 48.698651448922554], [2.553245137454685, 48.69815785465477], [2.568638307235671, 48.707219198978564], [2.57439556833187, 48.700723539330205]]]}";94056;8.0;10.0;21.0;11.0;32.0;51.0;24.0;24.138727;24.22;27.996252
48.6876089477, 2.5161023583;"{""type"": ""Polygon"", ""coordinates"": [[[2.531405486570162, 48.699420335393796], [2.531511782346314, 48.69533744984083], [2.519795063178826, 48.68969149046837], [2.521651149481793, 48.681100433492425], [2.520256106150737, 48.67600436060498], [2.504142279590265, 48.671856080256944], [2.498481960915064, 48.676531495389696], [2.514129384425264, 48.685392955131775], [2.506097162759418, 48.68774331023071], [2.510578645806445, 48.69535338409014], [2.526738686654028, 48.70469796846854], [2.531405486570162, 48.699420335393796]]]}";91215;6.0;983.0;679.0;440.0;287.0;293.0;113.03;142.182797;150.2;178.707952
48.692011427, 2.37355430351;"{""type"": ""Polygon"", ""coordinates"": [[[2.390600607602307, 48.69251513751851], [2.385878450717707, 48.68366847742273], [2.373059917438681, 48.68629915884972], [2.370247039215022, 48.684114802952685], [2.369992496497911, 48.689366601863554], [2.363066550607741, 48.69154464647797], [2.355909472919602, 48.69475646658564], [2.359267000235383, 48.69980973879297], [2.379234878893508, 48.69671054429021], [2.382083354678125, 48.69200626971941], [2.390600607602307, 48.69251513751851]]]}";91326;111.0;181.0;449.0;369.0;507.0;899.0;360.7;365.575806;431.31;583.381943
48.6816786238, 2.56305299243;"{""type"": ""Polygon"", ""coordinates"": [[[2.583938489120389, 48.67726806006096], [2.571299106195847, 48.67500168852859], [2.568652586813319, 48.66653595276773], [2.557167699110721, 48.67589327133971], [2.547522967895826, 48.67180188494975], [2.540664841585443, 48.681418634359865], [2.543266646570849, 48.68661173986031], [2.548858869497562, 48.68898452328327], [2.571800259662199, 48.691996959526136], [2.581907561219949, 48.689511606088615], [2.583938489120389, 48.67726806006096]]]}";91631;10.0;10.0;16.0;17.0;32.0;33.0;42.0;42.0;42.0;42.526194
48.6708629703, 3.27454112466;"{""type"": ""Polygon"", ""coordinates"": [[[3.301502162587784, 48.68289572247051], [3.291255192273829, 48.66907830860162], [3.302403812238194, 48.670539997858484], [3.305156280284441, 48.66404126244325], [3.3136431746632, 48.65995751830736], [3.312315576301955, 48.65454584441155], [3.310224799689637, 48.651047322296016], [3.29575486425311, 48.663707293672395], [3.285446817952081, 48.662094059350885], [3.285310300685625, 48.657769345810074], [3.266388426140644, 48.65930174184532], [3.26374789347629, 48.653081882447886], [3.246804056770798, 48.6610431370735], [3.246725675033126, 48.679821993761585], [3.261184467977678, 48.687628535904715], [3.301502162587784, 48.68289572247051]]]}";77080;8.0;2.0;11.0;9.0;6.0;4.0;8.11;12.701334;13.85;15.0
48.6536017057, 1.68789822593;"{""type"": ""Polygon"", ""coordinates"": [[[1.737553371560943, 48.65256808397035], [1.729349697372663, 48.64634641754402], [1.713473664874881, 48.63095450529355], [1.710374300433134, 48.63252023333234], [1.706281291050184, 48.63432318415855], [1.720755495829931, 48.655437046988894], [1.713757005784209, 48.657170551593964], [1.690518660623631, 48.65503545668202], [1.678744660900149, 48.623931166531165], [1.651305360066068, 48.63818668462026], [1.638574768443477, 48.645186728266765], [1.643321059841873, 48.651304074391625], [1.661826522235538, 48.65486876096337], [1.671067804613074, 48.662162625792284], [1.671232214040936, 48.67019436286733], [1.693101329724079, 48.67264041850321], [1.706442814145382, 48.68600676068387], [1.71328644524392, 48.68287891354612], [1.718550483628413, 48.661405410887056], [1.737553371560943, 48.65256808397035]]]}";78307;19.0;9.0;4.0;9.0;19.0;22.0;21.37;42.774987;41.89;41.0
48.651389577, 3.40813658608;"{""type"": ""Polygon"", ""coordinates"": [[[3.442294293350516, 48.67254834617247], [3.446334882094643, 48.66677999377862], [3.440661424489836, 48.66319274765435], [3.460471552717079, 48.653006667969926], [3.450725128345452, 48.63475538418224], [3.446859421896094, 48.62811088185328], [3.396237204892548, 48.63118427406289], [3.381041165479512, 48.62469674744932], [3.368050267210833, 48.626928969165654], [3.358899392409571, 48.62460143714323], [3.3577233549677, 48.64736572359294], [3.361288563339471, 48.65178544572306], [3.378431573162761, 48.65372507031173], [3.380712414134909, 48.66023350041695], [3.387003180908076, 48.662414946045935], [3.372442560257892, 48.671245400194934], [3.379973938539933, 48.6775080351265], [3.415410817825045, 48.68214191692635], [3.442294293350516, 48.67254834617247]]]}";77519;14.0;38.0;42.0;50.0;67.0;21.0;34.14;34.070394;45.07;45.536096
48.6641751245, 2.77679986687;"{""type"": ""Polygon"", ""coordinates"": [[[2.804184360618093, 48.67744884784357], [2.809417072436647, 48.65933350019188], [2.795727173085766, 48.65713239710626], [2.783990525712103, 48.65918456630784], [2.765883934312133, 48.64521647956144], [2.745796631096768, 48.65150456884907], [2.740366494971019, 48.65303476860518], [2.744593282250797, 48.66201253134614], [2.751981216714238, 48.66725561194247], [2.762289915853222, 48.66772111620991], [2.773680616079559, 48.6800701162527], [2.780974769184564, 48.67568032518492], [2.799885024704099, 48.68532624056265], [2.804184360618093, 48.67744884784357]]]}";77352;19.0;9.0;22.0;34.0;25.0;42.0;25.01;29.47182;28.74;28.0
48.6663743134, 3.24059975069;"{""type"": ""Polygon"", ""coordinates"": [[[3.246804056770798, 48.6610431370735], [3.246216980839761, 48.65341244513041], [3.236567349167298, 48.65498218979023], [3.230593035259061, 48.65564090277612], [3.235961318176173, 48.665041588936276], [3.23458072615951, 48.6788573561509], [3.246725675033126, 48.679821993761585], [3.246804056770798, 48.6610431370735]]]}";77033;1.0;5.0;2.0;4.0;5.0;5.0;3.0;3.0;3.0;3.037037
48.6467091606, 3.07499544736;"{""type"": ""Polygon"", ""coordinates"": [[[3.103707214046908, 48.66739601997223], [3.102448010167215, 48.62427319552811], [3.102702190715144, 48.61785036059486], [3.076102220179827, 48.62324268134774], [3.070589680187092, 48.62935779012986], [3.057876301884962, 48.62926834615464], [3.053956236632653, 48.63593008400144], [3.04356102955107, 48.63676864488739], [3.024875762730878, 48.64653294521731], [3.043728476306813, 48.65242460646575], [3.040169428437069, 48.65799544254636], [3.04566216068876, 48.65764655515356], [3.050667209364358, 48.663065062296894], [3.060662364618101, 48.662354339642874], [3.078645214447383, 48.67388454471192], [3.103707214046908, 48.66739601997223]]]}";77357;25.0;32.0;22.0;16.0;20.0;21.0;16.39;16.898245;32.13;26.06694
48.6614378826, 2.33057011139;"{""type"": ""Polygon"", ""coordinates"": [[[2.337991531680637, 48.66760920557391], [2.342050951174242, 48.6677619611954], [2.336810372804948, 48.65046021569746], [2.320494355785522, 48.65826469080351], [2.318726968236785, 48.66586322246343], [2.324509514483937, 48.66943407409615], [2.337991531680637, 48.66760920557391]]]}";91667;29.0;72.0;75.0;108.0;87.0;135.0;143.21;136.0;136.2;138.880934
48.6463064304, 2.08075360523;"{""type"": ""Polygon"", ""coordinates"": [[[2.119910658684825, 48.65209675330885], [2.113388902825474, 48.64458422597853], [2.122633653206384, 48.6406362516035], [2.117707666035661, 48.637632302132346], [2.100201448779853, 48.641122336019514], [2.090402947944646, 48.63043618938117], [2.06752823468555, 48.63076196858033], [2.05742641052296, 48.62741028143115], [2.049524442238984, 48.6309426892764], [2.042429777629977, 48.6262393338679], [2.041599751314453, 48.62666882907806], [2.048466335834562, 48.63796330645181], [2.062832873748608, 48.64828650061379], [2.048435127234005, 48.650391147367856], [2.053948154947953, 48.65945166865946], [2.060704611166208, 48.66254378659529], [2.090007730857595, 48.660947528320236], [2.097203337619888, 48.6663855201592], [2.100698012984858, 48.665205794993156], [2.095265757614026, 48.65999660339124], [2.10782710701775, 48.658916494081886], [2.119910658684825, 48.65209675330885]]]}";91338;30.0;42.0;83.0;82.0;64.0;84.0;70.45;83.598785;98.8;114.0
48.6286710957, 3.25887108154;"{""type"": ""Polygon"", ""coordinates"": [[[3.26374789347629, 48.653081882447886], [3.271857192908755, 48.64615343455665], [3.265818434636548, 48.634520545316214], [3.283740625552043, 48.62369729867176], [3.303436186727415, 48.62220927307883], [3.296409639277316, 48.60386830510406], [3.276230834578421, 48.604522787055735], [3.277142200301965, 48.60827448232963], [3.265800438664705, 48.60949206238249], [3.241703659472985, 48.605873570655575], [3.240708356687991, 48.612320741935676], [3.237202738481204, 48.61120645217705], [3.232289527442254, 48.6359590500635], [3.218846304933745, 48.65227927214659], [3.232243609804035, 48.65155390668133], [3.236567349167298, 48.65498218979023], [3.246216980839761, 48.65341244513041], [3.246804056770798, 48.6610431370735], [3.26374789347629, 48.653081882447886]]]}";77414;26.0;13.0;13.0;13.0;17.0;13.0;14.41;14.0;14.0;14.502563
48.6403431679, 2.28653839881;"{""type"": ""Polygon"", ""coordinates"": [[[2.291500722901748, 48.65766333978667], [2.289632162367607, 48.65277057426836], [2.299026216067027, 48.65033708636704], [2.298605839082523, 48.649878320271846], [2.29817184213995, 48.64949148911141], [2.298307112964594, 48.64897199937081], [2.297809394028435, 48.64440152692569], [2.292655240585576, 48.62621652108735], [2.291617309281841, 48.61894107543308], [2.283019744432515, 48.61746253339293], [2.276151274785085, 48.62208127852199], [2.281598649942641, 48.62698504424435], [2.282963501011549, 48.64441343391903], [2.272640399634371, 48.65193491193054], [2.276050213761057, 48.66047081715367], [2.291500722901748, 48.65766333978667]]]}";91347;14.0;22.0;89.0;88.0;47.0;125.0;90.0;90.522604;91.68;102.523148
48.6146280062, 3.48885067779;"{""type"": ""Polygon"", ""coordinates"": [[[3.468866263194624, 48.57307725283895], [3.46534797679276, 48.57211399205108], [3.465508502279135, 48.58102508459663], [3.457948200122853, 48.58902337588222], [3.451298413672929, 48.591750945776695], [3.437690106725208, 48.60852190480929], [3.441040223450325, 48.61712332449062], [3.445812874365835, 48.61764344186025], [3.446859421896094, 48.62811088185328], [3.450725128345452, 48.63475538418224], [3.476196107894392, 48.63720101901106], [3.492515462978718, 48.64752301504735], [3.514681388264643, 48.64393507564243], [3.531872875645357, 48.64582156302028], [3.518412305516218, 48.63692381307808], [3.521436715877432, 48.63301869469301], [3.538334085290427, 48.63161446086067], [3.559017969780314, 48.61742637033612], [3.540837369197242, 48.61613651665369], [3.535454427541524, 48.61000567682388], [3.503299477298028, 48.60427861383977], [3.514464250894564, 48.58949458751716], [3.493381465242766, 48.59000807034739], [3.485320159137108, 48.580205836976326], [3.468866263194624, 48.57307725283895]]]}";77262;21.0;23.0;19.0;17.0;17.0;16.0;18.07;18.0;23.93;24.465811
48.6296741698, 2.43994319096;"{""type"": ""Polygon"", ""coordinates"": [[[2.451938781295339, 48.63782985802608], [2.470440353414338, 48.625552523742556], [2.448080086948947, 48.61724053591875], [2.436471486831467, 48.6110464458439], [2.431456381158847, 48.612372677640884], [2.423747984430138, 48.624797715560625], [2.424775489950347, 48.630544627164795], [2.417925904941081, 48.63144761490335], [2.412926680545758, 48.63595641475123], [2.41933436239183, 48.638146120534394], [2.421136753913712, 48.6448533125029], [2.426680529921211, 48.6412519760549], [2.4377950440366, 48.64854463925559], [2.451938781295339, 48.63782985802608]]]}";91228;39.0;115.0;415.0;1367.0;1016.0;2034.0;1216.34;1362.852859;1306.59;1317.541125
48.6194548099, 2.08244968502;"{""type"": ""Polygon"", ""coordinates"": [[[2.117707666035661, 48.637632302132346], [2.11733263523395, 48.621112049886015], [2.100169569029574, 48.61353275126115], [2.077189449581056, 48.59913924577169], [2.067883668987717, 48.59504391622202], [2.060701949593956, 48.59688815706511], [2.054864396875412, 48.60788982957527], [2.056988624028931, 48.61115043232779], [2.059848956044816, 48.61647356177143], [2.054442061248847, 48.61781669823765], [2.042429777629977, 48.6262393338679], [2.049524442238984, 48.6309426892764], [2.05742641052296, 48.62741028143115], [2.06752823468555, 48.63076196858033], [2.090402947944646, 48.63043618938117], [2.100201448779853, 48.641122336019514], [2.117707666035661, 48.637632302132346]]]}";91249;8.0;9.0;33.0;39.0;26.0;51.0;45.52;47.829929;51.91;56.0
48.6259997349, 2.25222423655;"{""type"": ""Polygon"", ""coordinates"": [[[2.281598649942641, 48.62698504424435], [2.276151274785085, 48.62208127852199], [2.264633207073749, 48.623504365551305], [2.257609199034284, 48.613427940053676], [2.236968706914443, 48.6131059134914], [2.232480534817852, 48.61921686376269], [2.223576917688253, 48.62186115935526], [2.225514970403039, 48.62866150675317], [2.243226915765016, 48.63145621014129], [2.24420665928643, 48.63717633197354], [2.253280200634592, 48.63935958865191], [2.275063882818511, 48.634850231555866], [2.281598649942641, 48.62698504424435]]]}";91339;20.0;31.0;63.0;70.0;57.0;115.0;131.34;148.318174;153.66;159.0
48.6215268906, 2.41185045504;"{""type"": ""Polygon"", ""coordinates"": [[[2.431456381158847, 48.612372677640884], [2.427118334296066, 48.61327549487751], [2.407657439186117, 48.61342428479834], [2.407881376285268, 48.60878394617013], [2.39990918195219, 48.6098857955394], [2.395867342116705, 48.61934648040932], [2.39615757014796, 48.62527422252504], [2.400961273484415, 48.62657553199197], [2.403307431472704, 48.62608856944295], [2.406408724654653, 48.63212076243376], [2.407552079826109, 48.634754897256855], [2.412911376986215, 48.635930711769326], [2.412926680545758, 48.63595641475123], [2.417925904941081, 48.63144761490335], [2.424775489950347, 48.630544627164795], [2.423747984430138, 48.624797715560625], [2.431456381158847, 48.612372677640884]]]}";91182;2.0;6.0;44.0;114.0;349.0;367.0;190.39;195.626968;188.25;180.928476
48.6114531889, 3.12144984775;"{""type"": ""Polygon"", ""coordinates"": [[[3.149559430394137, 48.607524119167465], [3.140048802690741, 48.59965981728045], [3.127689296431965, 48.60346979903532], [3.118029426954876, 48.60139632694572], [3.114464018825757, 48.59621378932229], [3.104072603291624, 48.59846085856204], [3.102702190715144, 48.61785036059486], [3.102448010167215, 48.62427319552811], [3.123784181338635, 48.625854012560836], [3.149559430394137, 48.607524119167465]]]}";77416;11.0;8.0;6.0;10.0;8.0;1.0;3.0;3.03;3.06;4.5
