Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
48.7984688769, 2.31023379171;"{""type"": ""Polygon"", ""coordinates"": [[[2.31909673309586, 48.80998951585324], [2.318802357674049, 48.80575221802357], [2.325806334846842, 48.80559887725269], [2.323932451264382, 48.80150100664987], [2.318628225963844, 48.788056147885825], [2.312788885634715, 48.789880610581335], [2.310505041265219, 48.784889139389264], [2.303156057212524, 48.78539082030587], [2.29827709622464, 48.794489945777705], [2.292286774038558, 48.79602551967471], [2.303062104445713, 48.80354714549223], [2.302539576083553, 48.81107391386434], [2.31909673309586, 48.80998951585324]]]}";4138083.12967;9360.87386289;92007;347.58;1735.48;2731.25;2737.38;2582.21;2512.05;2589.95;2196.52;1850.98;481.36;96.05
48.783945516, 1.87786620458;"{""type"": ""Polygon"", ""coordinates"": [[[1.885958956584537, 48.80404545669728], [1.889543980785413, 48.79143354318904], [1.884935224977742, 48.781873912380604], [1.889786490994301, 48.77051703217155], [1.886541706365938, 48.766763219048904], [1.869032049481794, 48.7654786641781], [1.863017676082206, 48.77279203218601], [1.870596370990249, 48.77855175681761], [1.865522196130641, 48.78559931941709], [1.872763366999275, 48.79859678905908], [1.87583799379359, 48.806136321554604], [1.885958956584537, 48.80404545669728]]]}";5936743.90667;11459.0997268;78623;53.0;73.0;49.0;43.0;66.0;67.0;58.0;47.0;63.0;19.0;5.0
48.7806886991, 1.75703922832;"{""type"": ""Polygon"", ""coordinates"": [[[1.729535444810685, 48.798319790286726], [1.768052294200218, 48.79174665359435], [1.790422031053856, 48.78239542519434], [1.787948335907409, 48.779658677179754], [1.799357281165086, 48.77784248974852], [1.782000077740857, 48.76640124026594], [1.784315413160279, 48.77228488778209], [1.767364744493271, 48.76620317280704], [1.746675290775363, 48.76146656363769], [1.743172983392859, 48.77113382482499], [1.732892931341195, 48.7762957708849], [1.7268764752568, 48.786479796600304], [1.722714510586138, 48.797303029501485], [1.726635394411447, 48.79836726298967], [1.729535444810685, 48.798319790286726]]]}";12477093.7955;16624.0259519;78289;7.72;13.5;16.4;22.19;44.37;81.03;81.03;49.2;57.88;22.19;6.75
48.777043614, 2.29612062078;"{""type"": ""Polygon"", ""coordinates"": [[[2.310505041265219, 48.784889139389264], [2.306794389104433, 48.77741526306989], [2.314183064744065, 48.77672451005934], [2.312348464359752, 48.77211086017419], [2.290218129942959, 48.766555462810835], [2.286905316356636, 48.77368530160397], [2.279257585057103, 48.77490470224444], [2.278853884448405, 48.782755165183346], [2.281915285618736, 48.78312538572167], [2.303156057212524, 48.78539082030587], [2.310505041265219, 48.784889139389264]]]}";3549547.60647;8326.40543475;92071;82.5;609.22;816.61;1052.99;1109.26;1197.7;1402.99;1097.54;967.91;362.01;160.58
48.7680626233, 2.2632348176;"{""type"": ""Polygon"", ""coordinates"": [[[2.290218129942959, 48.766555462810835], [2.290794626591605, 48.76098019879283], [2.279179128373165, 48.76039037583038], [2.2761913777795, 48.75654892240292], [2.267233812398707, 48.7624160547443], [2.246955183240344, 48.760936030151406], [2.232920997435392, 48.765942039427955], [2.233199635750164, 48.76932356783441], [2.228793434213463, 48.77485001610734], [2.237267709940823, 48.77594586328993], [2.239219489089215, 48.77283606007913], [2.259422851772449, 48.77319331217501], [2.274302279825718, 48.77710531026806], [2.278853884448405, 48.782755165183346], [2.279257585057103, 48.77490470224444], [2.286905316356636, 48.77368530160397], [2.290218129942959, 48.766555462810835]]]}";6195468.224;13291.3316388;92019;279.46;1196.71;1894.4;2251.85;2114.37;2212.72;1885.68;1722.97;1467.17;491.08;80.39
48.7561349567, 2.86751309506;"{""type"": ""Polygon"", ""coordinates"": [[[2.893064611602945, 48.77017101256254], [2.884939927480523, 48.757575234511556], [2.888958920159681, 48.740990723981795], [2.880706000834677, 48.73479831942463], [2.856382232370898, 48.73330222018876], [2.858586084583878, 48.74383188376784], [2.849180397417845, 48.74420734668486], [2.849015796992425, 48.755970870297304], [2.846435568560664, 48.77363562157233], [2.857334160648331, 48.78148217527274], [2.862544397465524, 48.78133235325667], [2.871819582056917, 48.76943642389114], [2.893064611602945, 48.77017101256254]]]}";12140354.5394;15879.4020073;77229;22.91;52.8;66.75;86.67;160.4;154.42;116.56;105.61;55.79;10.96;9.97
48.764069455, 2.41648037603;"{""type"": ""Polygon"", ""coordinates"": [[[2.428026410473787, 48.776141420801444], [2.432404104065792, 48.766513590958354], [2.435546508208835, 48.76721434198638], [2.442541100585523, 48.76188435008397], [2.433974811522928, 48.7634927065235], [2.426569693134307, 48.760585155564385], [2.427653878614676, 48.750962076367706], [2.406003931404748, 48.751040295343856], [2.397944230921098, 48.7659278806316], [2.403781457665187, 48.7669497548089], [2.398689922054615, 48.77485725346318], [2.412050042696912, 48.77433659653351], [2.414803123073026, 48.77735629609431], [2.428026410473787, 48.776141420801444]]]}";5798362.56389;11612.5257499;94022;375.26;1983.14;3172.47;3119.53;2928.37;2419.46;2621.18;2040.05;1446.41;510.21;120.23
48.7566934053, 2.20655460151;"{""type"": ""Polygon"", ""coordinates"": [[[2.228793434213463, 48.77485001610734], [2.233199635750164, 48.76932356783441], [2.232920997435392, 48.765942039427955], [2.227839760076403, 48.76221569451843], [2.224224044037126, 48.75883954404686], [2.226371841275927, 48.750198563623975], [2.204022513916109, 48.73711721170482], [2.190597397821221, 48.73927700280369], [2.182365699904345, 48.74123554523871], [2.189465077800176, 48.75436538168332], [2.189898982995231, 48.75480658724837], [2.190794464588485, 48.755536151936774], [2.190978049395403, 48.75786551158692], [2.191331915855738, 48.75778502967739], [2.191489732213058, 48.768954237856335], [2.186145992198648, 48.772553390943294], [2.190233511466215, 48.77514864144603], [2.200695015371581, 48.77567421307118], [2.200609295007439, 48.77219391143385], [2.209963441377463, 48.76929106057821], [2.225975523891534, 48.77128459057663], [2.226572872121807, 48.77611586707377], [2.228793434213463, 48.77485001610734]]]}";9890322.95274;15005.2757871;91064;35.91;385.82;306.65;236.86;324.01;333.53;332.42;335.45;228.89;88.9;32.33
48.7399150356, 2.77820744727;"{""type"": ""Polygon"", ""coordinates"": [[[2.795954681267202, 48.7570065445696], [2.812479181627579, 48.74836846960997], [2.817492868209162, 48.73524472859927], [2.813180729984693, 48.727879682225314], [2.797682937436679, 48.729184525408265], [2.785918837056372, 48.71649760497689], [2.755258009211672, 48.7292673817453], [2.736164171192756, 48.75873360661664], [2.741959218695524, 48.76551176076258], [2.75234831356683, 48.76177827645906], [2.754707588883169, 48.752776769699445], [2.778249819409877, 48.74670771068719], [2.787096366282639, 48.75205983037426], [2.792142581723595, 48.75064587483679], [2.795954681267202, 48.7570065445696]]]}";15698636.7668;19618.9243077;77470;124.0;400.08;478.08;454.73;605.64;629.85;611.69;438.08;301.81;56.53;18.17
48.7501035734, 2.25252640428;"{""type"": ""Polygon"", ""coordinates"": [[[2.2761913777795, 48.75654892240292], [2.285340479944775, 48.74752472660051], [2.274551841144771, 48.740720822349445], [2.267921253325826, 48.73744364325565], [2.238204569465078, 48.73571313614648], [2.226371841275927, 48.750198563623975], [2.224224044037126, 48.75883954404686], [2.227839760076403, 48.76221569451843], [2.232920997435392, 48.765942039427955], [2.246955183240344, 48.760936030151406], [2.267233812398707, 48.7624160547443], [2.2761913777795, 48.75654892240292]]]}";10192465.1986;12527.4497169;91645;94.24;404.72;545.45;610.44;835.7;1053.94;1139.7;1164.97;800.56;351.49;85.12
48.7251944062, 2.35991047655;"{""type"": ""Polygon"", ""coordinates"": [[[2.370317094969866, 48.72767539558785], [2.370746867025693, 48.72004945189766], [2.367426940621931, 48.71396233607201], [2.371485624003802, 48.707504408754055], [2.356198942556354, 48.70554764682537], [2.353860676891594, 48.70173511857544], [2.351497016389672, 48.70270666293572], [2.355809068109065, 48.71639291226014], [2.344013088124599, 48.71679895681903], [2.350388863621906, 48.72431627128791], [2.343743853534495, 48.73506317251378], [2.350119705223345, 48.734316199314776], [2.35361508657219, 48.73880309792019], [2.362823406002468, 48.74609444434177], [2.36929608664461, 48.74613773443356], [2.370317094969866, 48.72767539558785]]]}";6044325.49986;13449.9993615;91479;79.75;322.77;374.53;391.91;494.94;520.93;447.62;446.2;305.77;87.55;13.1
48.7323354121, 2.41045671429;"{""type"": ""Polygon"", ""coordinates"": [[[2.439636014873883, 48.725196700324666], [2.436018709735459, 48.7243096432315], [2.421157832547464, 48.72949247931038], [2.410767475697195, 48.726136461503906], [2.401593071533722, 48.72654675291007], [2.391407942863187, 48.72269423999931], [2.385016108693332, 48.71880329247783], [2.370746867025693, 48.72004945189766], [2.370317094969866, 48.72767539558785], [2.384986058975912, 48.729882319400325], [2.38837823949512, 48.737003055751735], [2.402709283869763, 48.738038791638616], [2.407120221529572, 48.742226745565816], [2.436970792785402, 48.74490213435964], [2.444809839859826, 48.735506543917595], [2.439636014873883, 48.725196700324666]]]}";8325215.10967;14635.8550614;94077;241.76;835.26;1084.19;1080.25;1252.74;1238.05;1092.13;1111.74;818.92;138.07;53.19
48.7281438327, 2.04720869122;"{""type"": ""Polygon"", ""coordinates"": [[[2.072125054527748, 48.723172998998905], [2.066867834451637, 48.71764808404907], [2.059845515397673, 48.72428586166731], [2.044838489173255, 48.72220699482312], [2.041105251115693, 48.726037274522255], [2.03412016037329, 48.725794093632], [2.029964532286905, 48.72519843743331], [2.019096415106418, 48.74132867142189], [2.036466077884813, 48.73122295641059], [2.058357380149343, 48.73275342421014], [2.072125054527748, 48.723172998998905]]]}";3053793.48023;10842.1239696;78406;1.03;3.1;12.38;9.29;18.57;15.48;22.7;20.64;22.7;7.22;2.06
48.7163950097, 1.89572878684;"{""type"": ""Polygon"", ""coordinates"": [[[1.906633974450742, 48.73537478845609], [1.902105580038803, 48.721499594104586], [1.916620847850198, 48.72316381850724], [1.939652547687168, 48.718884979314254], [1.937276942791332, 48.71007268552776], [1.941957127785401, 48.70934261608742], [1.938147035171403, 48.69814226430533], [1.943211171747672, 48.69510234629249], [1.937916682565863, 48.68790765491344], [1.912219072502236, 48.7022121425597], [1.869279637580597, 48.7072867201295], [1.872692712958065, 48.70992660222734], [1.837741225476734, 48.72099291401836], [1.853834829873172, 48.733463499756944], [1.86958996653708, 48.7321443061348], [1.903930915854257, 48.73822427435908], [1.906633974450742, 48.73537478845609]]]}";19459457.9844;23337.6487098;78220;82.0;260.0;261.0;293.0;445.0;485.0;468.0;451.0;330.0;86.0;16.0
48.7072550079, 3.24669743295;"{""type"": ""Polygon"", ""coordinates"": [[[3.273622491382816, 48.71417436607299], [3.272211333890987, 48.7048777310449], [3.281528975572858, 48.70254334050075], [3.278296797761091, 48.69327089639106], [3.263656360917036, 48.69858041121194], [3.261184468366868, 48.68762853609442], [3.246725675585249, 48.67982199359168], [3.234580726830245, 48.678857355983695], [3.23111525035726, 48.683264457763514], [3.235020408413837, 48.688944472319776], [3.226411699786603, 48.694444173231744], [3.218290759432247, 48.693059496017035], [3.218065555599611, 48.704420510915874], [3.21777352689791, 48.71914435726406], [3.233538792031013, 48.723634788646166], [3.234774803442904, 48.73263646096005], [3.253419906305242, 48.73297342234662], [3.267527898776979, 48.72707176318753], [3.273622491382816, 48.71417436607299]]]}";18441570.5716;19577.7003073;77032;17.25;37.53;47.68;33.48;56.81;53.77;54.78;42.61;24.35;4.06;2.03
48.6977612258, 3.08223390502;"{""type"": ""Polygon"", ""coordinates"": [[[3.107856515059549, 48.732946639629844], [3.10660174306513, 48.71332284373691], [3.126614485330284, 48.70529855347626], [3.118946913908366, 48.69636727464032], [3.105173162695447, 48.69293583170855], [3.103707214132874, 48.66739602010488], [3.078645215064126, 48.67388454450718], [3.060662365085797, 48.662354339864535], [3.050667209518658, 48.66306506211416], [3.047985786116917, 48.670195438542216], [3.041863981545575, 48.67032350348868], [3.048753861938248, 48.6869088753495], [3.058150892899968, 48.6874158728841], [3.060151193391877, 48.69164786794331], [3.055586163607025, 48.70766708783838], [3.061947996530476, 48.721862949796055], [3.06168107120611, 48.72874444978872], [3.083268763343418, 48.725111535829534], [3.084505022833994, 48.72964002885045], [3.093909354919958, 48.733053512674815], [3.107856515059549, 48.732946639629844]]]}";27633048.8567;26093.5228633;77486;16.54;26.27;37.94;40.86;60.32;77.83;72.0;48.65;36.97;9.73;0.97
48.7135555893, 2.73736395653;"{""type"": ""Polygon"", ""coordinates"": [[[2.785918837056372, 48.71649760497689], [2.784424959949932, 48.71510059898117], [2.777812224379704, 48.71571993519307], [2.76209506017394, 48.70372929784136], [2.757264372368772, 48.69158888569237], [2.731040913887769, 48.697483147721314], [2.722282219861337, 48.694437595441336], [2.716050713677892, 48.69490817444332], [2.722785987439782, 48.699840592573175], [2.712510557984406, 48.70822032002847], [2.69540212713614, 48.70614419436757], [2.703328494524483, 48.72898772429112], [2.755258009211672, 48.7292673817453], [2.785918837056372, 48.71649760497689]]]}";17312238.0351;19380.0910647;77377;26.33;98.58;96.56;140.41;187.21;205.76;136.53;150.16;98.48;16.58;2.93
48.7037221208, 1.97257005011;"{""type"": ""Polygon"", ""coordinates"": [[[1.971591329106368, 48.72066460408707], [1.970870874933084, 48.7169842313697], [1.993346237897107, 48.70951831238276], [1.997105790419043, 48.70020407629313], [2.019447606035788, 48.69694126622119], [2.014682687417805, 48.69013834511485], [2.003458519585021, 48.688829036832985], [1.981299574526744, 48.697260110477416], [1.976485436744767, 48.694214399389146], [1.968485850271975, 48.697695965902284], [1.957830439424675, 48.69119515791703], [1.943211171747672, 48.69510234629249], [1.938147035171403, 48.69814226430533], [1.941957127785401, 48.70934261608742], [1.960183968768525, 48.71944037930339], [1.963685733018321, 48.72550407882132], [1.971591329106368, 48.72066460408707]]]}";10969091.8852;17036.4934951;78193;12.0;44.0;48.0;40.0;82.0;74.0;81.0;66.0;80.0;30.0;7.0
48.7036024781, 2.42770714434;"{""type"": ""Polygon"", ""coordinates"": [[[2.44302419358574, 48.720562331646484], [2.4344002144847, 48.7099047256426], [2.454676782653991, 48.68253865307538], [2.444564769522574, 48.6788257432446], [2.425977707499279, 48.69590103835098], [2.421163950159238, 48.692991092940055], [2.400637303036134, 48.701997224748155], [2.405760339588905, 48.71264157237368], [2.414193363828079, 48.717761962999646], [2.436018709735459, 48.7243096432315], [2.439636014873883, 48.725196700324666], [2.44302419358574, 48.720562331646484]]]}";8936856.12921;14919.6122563;91657;362.58;1124.81;1507.1;1608.11;1660.08;1800.88;1723.83;1541.31;1112.2;249.06;73.4
48.7073207429, 2.31154542252;"{""type"": ""Polygon"", ""coordinates"": [[[2.324934091428088, 48.710953328784576], [2.323442749869295, 48.698282448412996], [2.316299522144785, 48.692301261045934], [2.316301231523561, 48.68815563785459], [2.305554697332433, 48.692946301811936], [2.302298677845361, 48.70675814181746], [2.29406646795196, 48.70479493287345], [2.294114640896335, 48.71201609867621], [2.301487980032367, 48.7195545260503], [2.323980362533777, 48.72087218663099], [2.324934091428088, 48.710953328784576]]]}";5463515.99024;10440.7391039;91161;223.49;778.45;1416.17;1610.92;1357.63;1317.79;1115.74;1011.72;741.28;209.0;72.86
48.6958130377, 2.46165025464;"{""type"": ""Polygon"", ""coordinates"": [[[2.465467925196094, 48.71197804058215], [2.475821340794695, 48.71157015328124], [2.472806269422906, 48.69722143284613], [2.482293638990125, 48.6897367211882], [2.493226720213645, 48.68080140670815], [2.47844021217936, 48.676828072343255], [2.469744422115509, 48.66979731884755], [2.463913974552564, 48.67282555240133], [2.454676782653991, 48.68253865307538], [2.4344002144847, 48.7099047256426], [2.44302419358574, 48.720562331646484], [2.465467925196094, 48.71197804058215]]]}";11272478.1933;15385.825639;91421;254.36;756.5;1065.74;1146.61;1522.64;1539.22;1575.34;1287.4;1127.68;279.81;57.27
48.6644407394, 3.13495347172;"{""type"": ""Polygon"", ""coordinates"": [[[3.135939103213672, 48.70806630922615], [3.156608572221723, 48.69990617573173], [3.153121131785791, 48.69518280437228], [3.162521221307512, 48.69268675016174], [3.159329139389325, 48.68446303788228], [3.168366141733955, 48.67906427415223], [3.170904316430863, 48.657057080066], [3.176271780784661, 48.654967082822296], [3.174218630794795, 48.64343485586773], [3.123784181585951, 48.62585401297478], [3.102448010456548, 48.62427319544088], [3.103707214132874, 48.66739602010488], [3.105173162695447, 48.69293583170855], [3.118946913908366, 48.69636727464032], [3.126614485330284, 48.70529855347626], [3.129807480200577, 48.70871177116169], [3.135939103213672, 48.70806630922615]]]}";36818362.1175;25690.726512;77239;22.09;51.21;63.26;81.34;105.44;109.46;100.42;108.46;58.25;11.05;4.02
